task_id,attempt_index_for_task,attempt_count_for_task,source_root,run_dir,trial_name,trial_path,started_at,finished_at,batch_timestamp,latest_sort_key,reward,verify_status,selected_latest,selection_status,selected_trial_path_for_task
fix-code-vulnerability,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,fix-code-vulnerability__FZfnbBi,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-code-vulnerability__FZfnbBi,2026-07-30T08:30:29.394748Z,2026-07-30T08:30:35.386025Z,2026-07-29__19-36-33,"[1785353793.0,1785400229.394748,1785400235.386025,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-code-vulnerability__FZfnbBi/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-30-14/fix-code-vulnerability__tbMh9mH
fix-code-vulnerability,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-02__22-30-14,fix-code-vulnerability__tbMh9mH,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-30-14/fix-code-vulnerability__tbMh9mH,2026-08-02T14:30:15.012219Z,2026-08-02T14:44:27.651547Z,2026-08-02__22-30-14,"[1785709814.0,1785681015.012219,1785681867.651547,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-30-14/fix-code-vulnerability__tbMh9mH/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-30-14/fix-code-vulnerability__tbMh9mH
fix-git,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,fix-git__JoNtdgS,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-git__JoNtdgS,2026-07-30T10:11:54.830317Z,2026-07-30T10:15:52.727296Z,2026-07-29__19-36-33,"[1785353793.0,1785406314.830317,1785406552.727296,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-git__JoNtdgS/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-git__JoNtdgS
fix-ocaml-gc,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,fix-ocaml-gc__Fzh6tqj,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-ocaml-gc__Fzh6tqj,2026-07-30T13:16:56.851496Z,2026-07-30T14:55:28.987559Z,2026-07-29__19-36-33,"[1785353793.0,1785417416.851496,1785423328.987559,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-ocaml-gc__Fzh6tqj/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/fix-ocaml-gc__Fzh6tqj
gcode-to-text,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,gcode-to-text__zfxZT3h,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h,2026-07-30T00:04:37.581953Z,2026-07-30T00:34:14.634526Z,2026-07-29__19-36-33,"[1785353793.0,1785369877.581953,1785371654.634526,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/gcode-to-text__zfxZT3h
git-leak-recovery,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,git-leak-recovery__7XSX3n7,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/git-leak-recovery__7XSX3n7,2026-07-30T09:56:36.476809Z,2026-07-30T10:00:49.424087Z,2026-07-29__19-36-33,"[1785353793.0,1785405396.476809,1785405649.424087,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/git-leak-recovery__7XSX3n7/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/git-leak-recovery__7XSX3n7
git-multibranch,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,git-multibranch__ErTrJ34,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/git-multibranch__ErTrJ34,2026-07-29T14:10:50.106871Z,2026-07-29T14:27:11.479210Z,2026-07-29__19-36-33,"[1785353793.0,1785334250.106871,1785335231.47921,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/git-multibranch__ErTrJ34/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/git-multibranch__ErTrJ34
gpt2-codegolf,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,gpt2-codegolf__TDvRudv,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/gpt2-codegolf__TDvRudv,2026-07-30T08:03:12.998025Z,2026-07-30T08:04:15.742604Z,2026-07-29__19-36-33,"[1785353793.0,1785398592.998025,1785398655.742604,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/gpt2-codegolf__TDvRudv/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-27-47/gpt2-codegolf__drvhmQJ
gpt2-codegolf,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__16-27-47,gpt2-codegolf__drvhmQJ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-27-47/gpt2-codegolf__drvhmQJ,2026-08-03T08:27:47.906673Z,2026-08-03T08:52:53.119596Z,2026-08-03__16-27-47,"[1785774467.0,1785745667.906673,1785747173.119596,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-27-47/gpt2-codegolf__drvhmQJ/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-27-47/gpt2-codegolf__drvhmQJ
headless-terminal,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,headless-terminal__8ZeyjYG,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/headless-terminal__8ZeyjYG,2026-07-30T10:00:49.447573Z,2026-07-30T10:10:55.236010Z,2026-07-29__19-36-33,"[1785353793.0,1785405649.447573,1785406255.23601,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/headless-terminal__8ZeyjYG/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/headless-terminal__8ZeyjYG
hf-model-inference,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,hf-model-inference__NaVGbQn,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/hf-model-inference__NaVGbQn,2026-07-30T08:30:09.341133Z,2026-07-30T08:30:17.439898Z,2026-07-29__19-36-33,"[1785353793.0,1785400209.341133,1785400217.439898,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/hf-model-inference__NaVGbQn/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD
hf-model-inference,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__01-15-16,hf-model-inference__WnwC9qD,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD,2026-08-02T17:15:16.844334Z,2026-08-02T17:21:32.542757Z,2026-08-03__01-15-16,"[1785719716.0,1785690916.844334,1785691292.542757,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD
install-windows-3.11,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,install-windows-3.11__uZvMHsz,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/install-windows-3.11__uZvMHsz,2026-07-29T14:27:11.494268Z,2026-07-29T15:48:38.939129Z,2026-07-29__19-36-33,"[1785353793.0,1785335231.494268,1785340118.939129,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/install-windows-3.11__uZvMHsz/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/install-windows-3.11__uZvMHsz
kv-store-grpc,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,kv-store-grpc__Mf4KFwd,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/kv-store-grpc__Mf4KFwd,2026-07-30T04:56:19.595469Z,2026-07-30T05:34:26.282609Z,2026-07-29__19-36-33,"[1785353793.0,1785387379.595469,1785389666.282609,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/kv-store-grpc__Mf4KFwd/result.json""]",0,no_pass,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__17-23-32/kv-store-grpc__DmHsvDp
kv-store-grpc,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-07-31__17-23-32,kv-store-grpc__DmHsvDp,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__17-23-32/kv-store-grpc__DmHsvDp,2026-07-31T09:23:32.928998Z,2026-07-31T09:27:48.527816Z,2026-07-31__17-23-32,"[1785518612.0,1785489812.928998,1785490068.527816,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__17-23-32/kv-store-grpc__DmHsvDp/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__17-23-32/kv-store-grpc__DmHsvDp
large-scale-text-editing,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,large-scale-text-editing__TNQZqSd,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/large-scale-text-editing__TNQZqSd,2026-07-29T14:00:35.651447Z,2026-07-29T14:00:41.886166Z,2026-07-29__19-36-33,"[1785353793.0,1785333635.651447,1785333641.886166,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/large-scale-text-editing__TNQZqSd/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36/large-scale-text-editing__DvUq3a2
large-scale-text-editing,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__01-21-36,large-scale-text-editing__DvUq3a2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36/large-scale-text-editing__DvUq3a2,2026-08-02T17:21:37.225065Z,2026-08-02T17:29:56.248632Z,2026-08-03__01-21-36,"[1785720096.0,1785691297.225065,1785691796.248632,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36/large-scale-text-editing__DvUq3a2/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36/large-scale-text-editing__DvUq3a2
largest-eigenval,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,largest-eigenval__AicCfYH,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/largest-eigenval__AicCfYH,2026-07-30T08:04:34.809960Z,2026-07-30T08:04:40.746681Z,2026-07-29__19-36-33,"[1785353793.0,1785398674.80996,1785398680.746681,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/largest-eigenval__AicCfYH/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-44-31/largest-eigenval__YbDJnJ3
largest-eigenval,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-02__22-44-31,largest-eigenval__YbDJnJ3,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-44-31/largest-eigenval__YbDJnJ3,2026-08-02T14:44:32.537793Z,2026-08-02T15:18:46.980646Z,2026-08-02__22-44-31,"[1785710671.0,1785681872.537793,1785683926.980646,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-44-31/largest-eigenval__YbDJnJ3/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__22-44-31/largest-eigenval__YbDJnJ3
llm-inference-batching-scheduler,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,llm-inference-batching-scheduler__rd2oFtp,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/llm-inference-batching-scheduler__rd2oFtp,2026-07-30T06:59:47.212790Z,2026-07-30T07:13:36.207551Z,2026-07-29__19-36-33,"[1785353793.0,1785394787.21279,1785395616.207551,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/llm-inference-batching-scheduler__rd2oFtp/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/llm-inference-batching-scheduler__rd2oFtp
log-summary-date-ranges,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,log-summary-date-ranges__nhAXpk2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/log-summary-date-ranges__nhAXpk2,2026-07-29T15:53:13.147685Z,2026-07-29T15:54:29.029482Z,2026-07-29__19-36-33,"[1785353793.0,1785340393.147685,1785340469.029482,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/log-summary-date-ranges__nhAXpk2/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/log-summary-date-ranges__nhAXpk2
mailman,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,mailman__k3KGXd5,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mailman__k3KGXd5,2026-07-30T05:44:58.240630Z,2026-07-30T06:05:06.531770Z,2026-07-29__19-36-33,"[1785353793.0,1785390298.24063,1785391506.53177,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mailman__k3KGXd5/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mailman__k3KGXd5
make-doom-for-mips,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,make-doom-for-mips__ReJdqdq,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/make-doom-for-mips__ReJdqdq,2026-07-30T08:30:35.394673Z,2026-07-30T08:30:41.371604Z,2026-07-29__19-36-33,"[1785353793.0,1785400235.394673,1785400241.371604,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/make-doom-for-mips__ReJdqdq/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk
make-doom-for-mips,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__12-26-04,make-doom-for-mips__LTHmSGk,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk,2026-08-03T04:26:04.760042Z,2026-08-03T05:01:33.079701Z,2026-08-03__12-26-04,"[1785759964.0,1785731164.760042,1785733293.079701,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk
make-mips-interpreter,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,make-mips-interpreter__ELb3UkS,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/make-mips-interpreter__ELb3UkS,2026-07-29T16:28:26.641265Z,2026-07-29T16:28:32.516335Z,2026-07-29__19-36-33,"[1785353793.0,1785342506.641265,1785342512.516335,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/make-mips-interpreter__ELb3UkS/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ
make-mips-interpreter,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__10-22-52,make-mips-interpreter__3pmWNgQ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ,2026-08-03T02:22:53.632217Z,2026-08-03T03:07:32.727461Z,2026-08-03__10-22-52,"[1785752572.0,1785723773.632217,1785726452.727461,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ
mcmc-sampling-stan,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,mcmc-sampling-stan__MUwmpU6,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mcmc-sampling-stan__MUwmpU6,2026-07-30T10:34:51.562542Z,2026-07-30T11:33:04.241997Z,2026-07-29__19-36-33,"[1785353793.0,1785407691.562542,1785411184.241997,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mcmc-sampling-stan__MUwmpU6/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mcmc-sampling-stan__MUwmpU6
merge-diff-arc-agi-task,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,merge-diff-arc-agi-task__HbHftAQ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/merge-diff-arc-agi-task__HbHftAQ,2026-07-29T21:13:03.119679Z,2026-07-29T22:02:25.445713Z,2026-07-29__19-36-33,"[1785353793.0,1785359583.119679,1785362545.445713,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/merge-diff-arc-agi-task__HbHftAQ/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/merge-diff-arc-agi-task__HbHftAQ
model-extraction-relu-logits,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,model-extraction-relu-logits__d3jgG2S,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/model-extraction-relu-logits__d3jgG2S,2026-07-29T13:02:21.216474Z,2026-07-29T13:02:28.964884Z,2026-07-29__19-36-33,"[1785353793.0,1785330141.216474,1785330148.964884,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/model-extraction-relu-logits__d3jgG2S/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3
model-extraction-relu-logits,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__00-47-16,model-extraction-relu-logits__S8Ng7R3,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3,2026-08-02T16:47:16.653880Z,2026-08-02T17:06:00.367540Z,2026-08-03__00-47-16,"[1785718036.0,1785689236.65388,1785690360.36754,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3
modernize-scientific-stack,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,modernize-scientific-stack__R9ShMjc,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/modernize-scientific-stack__R9ShMjc,2026-07-30T03:25:41.902611Z,2026-07-30T03:27:10.405496Z,2026-07-29__19-36-33,"[1785353793.0,1785381941.902611,1785382030.405496,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/modernize-scientific-stack__R9ShMjc/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/modernize-scientific-stack__R9ShMjc
mteb-leaderboard,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,mteb-leaderboard__KzFNSSs,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mteb-leaderboard__KzFNSSs,2026-07-30T10:10:55.250316Z,2026-07-30T10:11:54.801092Z,2026-07-29__19-36-33,"[1785353793.0,1785406255.250316,1785406314.801092,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mteb-leaderboard__KzFNSSs/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__17-46-02/mteb-leaderboard__PrLFf6C
mteb-leaderboard,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__17-46-02,mteb-leaderboard__PrLFf6C,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__17-46-02/mteb-leaderboard__PrLFf6C,2026-08-03T09:46:02.957462Z,2026-08-03T10:31:10.405671Z,2026-08-03__17-46-02,"[1785779162.0,1785750362.957462,1785753070.405671,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__17-46-02/mteb-leaderboard__PrLFf6C/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__17-46-02/mteb-leaderboard__PrLFf6C
mteb-retrieve,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,mteb-retrieve__UXJby8Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mteb-retrieve__UXJby8Z,2026-07-30T08:04:22.306302Z,2026-07-30T08:04:28.348679Z,2026-07-29__19-36-33,"[1785353793.0,1785398662.306302,1785398668.348679,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/mteb-retrieve__UXJby8Z/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50/mteb-retrieve__Th7fZH6
mteb-retrieve,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__02-20-50,mteb-retrieve__Th7fZH6,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50/mteb-retrieve__Th7fZH6,2026-08-02T18:20:51.089646Z,2026-08-02T18:50:42.522054Z,2026-08-03__02-20-50,"[1785723650.0,1785694851.089646,1785696642.522054,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50/mteb-retrieve__Th7fZH6/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50/mteb-retrieve__Th7fZH6
