task_id,attempt_count_for_task,selected_source_root,selected_run_dir,selected_trial_name,selected_trial_path,selected_started_at,selected_finished_at,reward,verify_status,verify_reward_present,ctrf_present,verifier_tests,verifier_passed,verifier_failed,verifier_skipped,failed_test_names,reward_ctrf_consistent,normal_e2e_pass,clean_e2e_pass,outcome_bucket,harbor_exception,harbor_exception_type,harbor_exception_message,product_terminal_status,product_return_code,product_completion_claim,product_error_type,astra_final_state,astra_exit_code,interruption_kind,trajectory_capture_status,trajectory_capture_failed,trajectory_terminal_event,formal_score_eligible,evaluation_status,lifecycle_gate_passed,trigger_hit,timeout,timeout_or_deadline_suspected,timeout_observed,timeout_inferred,timeout_types,timeout_evidence,llm_request_timeout,llm_timeout_event_count,stream_transport_interruption_count,controller_deadline_suspected,product_timeout,verifier_timeout,adapter_timeout,configured_product_timeout_s,configured_llm_fallback_timeout_s,observed_llm_fallback_timeout_s,observed_llm_fallback_timeout_values,product_attempt_count,stream_transport_retry_count,stream_transport_recovered,stream_transport_retry_exhausted,stream_transport_retry_status,stream_transport_failure_classification,stream_transport_retry_skip_reason,e2e_s,environment_setup_s,agent_setup_s,agent_execution_s,verifier_s,product_attempt_duration_sum_s,llm_call_duration_sum_s,cost_usd,agentic_steps,tool_calls_started,tool_calls_completed,tool_calls_failed,tool_calls_skipped,tool_calls_terminal,tool_calls_unpaired,tool_terminal_orphan_count,tool_terminal_coverage,tool_call_failure_rate,tool_call_duration_sum_s,tool_duration_observed_calls,tool_duration_coverage,tool_breakdown,failed_tool_breakdown,tool_telemetry_status,tool_telemetry_source,model_activity_observed,llm_calls_with_input_usage,journal_pipeline_feedback_count,background_agent_result_count,token_input,token_fresh_input,token_cache_read,token_cache_creation,token_output,token_total,token_known_minimum,token_cache_share,token_source,token_detail_source,token_accounting_scope,token_accounting_status,token_sources_consistent,token_is_lower_bound,token_retry_attempts_included,token_reconciliation_delta,token_server_status,token_server_request_count,token_server_input,token_server_fresh_input,token_server_cache_read,token_server_cache_creation,token_server_output,token_server_total,token_server_components_consistent,token_server_local_trace_delta,token_trace_input,token_stdout_input,token_stdout_fresh_input,token_stdout_cache_read,token_stdout_cache_creation,token_stdout_output,token_journal_input,token_journal_output,token_pre_final_retry_input,token_pre_final_retry_output,token_reconstructed_input,token_reconstructed_output,token_harbor_input,token_harbor_cache_read,token_harbor_output
overfull-hbox,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,overfull-hbox__dd6SowD,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/overfull-hbox__dd6SowD,2026-07-30T06:37:04.583886Z,2026-07-30T06:49:39.613916Z,0,no_pass,True,True,4,3,1,0,test_outputs.py::test_no_overfull_hboxes,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,1500.0,,120.0,[120.0],,,,,,,,755.03003,2.690503,84.637857,589.051236,65.88988,,151.519,,6,7,7,0,0,7,0,0,1.0,0.0,1.005,7,1.0,"{""bash"":3,""list_dir"":1,""read_file"":3}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/overfull-hbox__dd6SowD/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/fed184ca-bc28-4d8e-855f-4376175cd353/step_events.jsonl,True,5,5,,57122,18018,39104,0,3920,61042,61042,0.6845698680018206,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,57122,,,,,,57122,3920,,,57122,3920,,,
path-tracing,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,path-tracing__MeFg9Qn,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing__MeFg9Qn,2026-07-29T11:36:34.425060Z,2026-07-29T13:02:21.201229Z,0,no_pass,True,True,5,0,5,0,test_outputs.py::test_image_c_exists; test_outputs.py::test_image_compiles; test_outputs.py::test_no_deps; test_outputs.py::test_runs_and_produces_output; test_outputs.py::test_image_similarity,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,3600.0,,120.0,[120.0],,,,,,,,5146.776169,25.745102,7.460924,4151.686988,35.889364,,1029.9,,16,15,15,0,0,15,0,0,1.0,0.0,54.949999999999996,15,1.0,"{""bash"":15}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing__MeFg9Qn/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/cf28fb85-cd94-4bd9-83f7-8c32e7fa3b72/step_events.jsonl,True,15,15,,197478,36838,160640,0,23320,220798,220798,0.8134577016173954,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,197478,,,,,,197478,23320,,,197478,23320,,,
path-tracing-reverse,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,path-tracing-reverse__4bBbg5Q,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing-reverse__4bBbg5Q,2026-07-29T22:18:12.591898Z,2026-07-29T22:49:06.071902Z,0,no_pass,True,True,3,0,3,0,test_outputs.py::test_image_c_exists; test_outputs.py::test_image_compiles; test_outputs.py::test_image_similarity,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,3600.0,,120.0,[120.0],,,,,,,,1853.480004,14.05852,37.425604,1771.49759,18.49884,,1329.345,,15,29,29,0,0,29,0,0,1.0,0.0,4.614,29,1.0,"{""bash"":29}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing-reverse__4bBbg5Q/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/15032e5d-89cb-45ea-8c64-ceb4e90fd722/step_events.jsonl,True,14,14,,502519,59511,443008,0,54637,557156,557156,0.8815746270290278,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,502519,,,,,,502519,54637,,,502519,54637,,,
polyglot-rust-c,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-02__23-38-33,polyglot-rust-c__MxGEeoh,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh,2026-08-02T15:38:34.130759Z,2026-08-02T16:05:37.546245Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_fibonacci_polyglot,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,True,formal_frozen_inputs,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,3,3,False,False,False,False,2025.0,600.0,120.0,[120.0],3,2,False,True,complete,stream_transport_retry_exhausted,,1623.415486,1.091585,71.343291,1493.651589,44.545461,1489.013,191.18099999999998,,20,26,25,1,0,26,0,0,1.0,0.038461538461538464,1.9089999999999996,26,1.0,"{""bash"":12,""glob"":1,""introspect"":5,""list_dir"":1,""read_file"":3,""reflect"":2,""task_board"":2}","{""bash"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/22d9e367-a365-4eb7-aba8-7e88e058a459/step_events.jsonl,True,15,15,,223617,39681,183936,0,12467,236084,236084,0.822549269509921,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,2,0,queried_not_found,,,,,,,,,,223617,,,,,,223617,12467,,,223617,12467,,,
portfolio-optimization,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,portfolio-optimization__wVkTn6y,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/portfolio-optimization__wVkTn6y,2026-07-30T06:28:41.159189Z,2026-07-30T06:37:04.564131Z,0,no_pass,True,True,4,1,3,0,test_outputs.py::test_c_extension_exists; test_outputs.py::test_correctness_small; test_outputs.py::test_performance_and_scalability,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,7200.0,,120.0,[120.0],,,,,,,,503.404942,15.43999,7.193929,360.001758,106.016335,,7.779999999999999,,3,6,6,0,0,6,0,0,1.0,0.0,0.035,6,1.0,"{""list_dir"":1,""read_file"":5}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/portfolio-optimization__wVkTn6y/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/54555310-b4a7-4ea2-831f-3bf0859c11a3/step_events.jsonl,True,2,2,,18856,2408,16448,0,258,19114,19114,0.8722952906236742,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,18856,,,,,,18856,258,,,18856,258,,,
protein-assembly,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,protein-assembly__KBjU6Hg,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/protein-assembly__KBjU6Hg,2026-07-30T00:34:14.645246Z,2026-07-30T00:51:23.057781Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_gblock,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,3600.0,,120.0,[120.0],,,,,,,,1028.412535,7.709911,2.657709,992.907235,13.201293,,546.384,,18,39,38,1,0,39,0,0,1.0,0.02564102564102564,8.221,39,1.0,"{""bash"":11,""read_file"":3,""task_board"":10,""tool_search"":1,""web_fetch"":1,""web_search"":5,""write_file"":8}","{""web_fetch"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/protein-assembly__KBjU6Hg/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/950282db-416f-4bfd-9b6c-08654560fc99/step_events.jsonl,True,17,17,,306679,83383,223296,0,43169,349848,349848,0.7281098477561229,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,306679,,,,,,306679,43169,,,306679,43169,,,
qemu-startup,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__15-19-11,qemu-startup__qvWN54g,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g,2026-08-03T07:19:11.792031Z,2026-08-03T07:54:32.242547Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_version,True,False,False,deadline_suspected_no_pass,False,,,adapter_infra_error,4,False,LifecycleControllerError,,,,complete,False,permission_audit,True,formal_frozen_inputs,False,False,True,True,False,True,"[""controller_deadline_suspected""]","[""retry report remained attempt_running/incomplete and agent duration reached configured product deadline""]",False,0,0,True,False,False,False,2025.0,600.0,,[],1,0,False,False,attempt_running,attempt_in_progress,,2120.450516,1.223515,3.32085,2029.390108,72.690962,,1961.8080000000002,,25,33,26,7,0,33,0,0,1.0,0.21212121212121213,51.568999999999996,33,1.0,"{""bash"":30,""str_replace"":1,""write_file"":2}","{""bash"":7}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/f1f2c2ee-c1b7-4d6c-a717-e6aaec55b631/step_events.jsonl,True,24,0,,414885,129253,285632,0,118617,533502,533502,0.6884606577726358,matrixone.agent_events.llm_response,missing,server_session_observed,server_reconciled,True,False,0,,queried_found,27,414885,129253,285632,0,118617,533502,True,65665,349220,,,,,,,,,,,,,,
raman-fitting,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,raman-fitting__p6RLcDx,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/raman-fitting__p6RLcDx,2026-07-30T09:31:53.925312Z,2026-07-30T09:56:36.450195Z,0,no_pass,True,True,3,1,2,0,test_outputs.py::test_G_Peak; test_outputs.py::test_2D_Peak,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,1800.0,,120.0,[120.0],,,,,,,,1482.524883,5.983099,3.907355,1440.510713,18.935663,,982.158,,12,12,12,0,0,12,0,0,1.0,0.0,18.830000000000002,12,1.0,"{""bash"":11,""list_dir"":1}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/raman-fitting__p6RLcDx/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/c633b11f-0c85-410b-869f-83aa537bc7e2/step_events.jsonl,True,11,11,,155724,40204,115520,0,56755,212479,212479,0.741825280624695,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,155724,,,,,,155724,56755,,,155724,56755,,,
regex-chess,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,regex-chess__mjmpJiQ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/regex-chess__mjmpJiQ,2026-07-30T03:05:21.559939Z,2026-07-30T03:25:09.276722Z,0,no_pass,True,True,4,0,4,0,test_outputs.py::test_immortal_game; test_outputs.py::test_game_of_century; test_outputs.py::test_naroditsky_ivanchuk; test_outputs.py::test_not_long,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,7200.0,,120.0,[120.0],,,,,,,,1187.716783,8.043083,3.995014,1147.460732,15.87588,,712.811,,3,2,2,0,0,2,0,0,1.0,0.0,0.034,2,1.0,"{""list_dir"":1,""read_file"":1}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/regex-chess__mjmpJiQ/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/dd0718f0-3883-46c5-a0e7-ffa4cb2b3f2d/step_events.jsonl,True,2,2,,19561,1641,17920,0,4242,23803,23803,0.9161085834057564,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,19561,,,,,,19561,4242,,,19561,4242,,,
regex-log,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-07-31__15-21-07,regex-log__jhTUvrD,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-21-07/regex-log__jhTUvrD,2026-07-31T07:21:07.861918Z,2026-07-31T07:50:51.418332Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_regex_matches_dates,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,True,formal_frozen_inputs,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,3,3,False,False,False,False,2025.0,600.0,120.0,[120.0],3,2,False,True,complete,stream_transport_retry_exhausted,,1783.556414,1.183634,86.735193,1551.073825,128.955004,1545.991,245.46099999999996,,22,27,26,1,0,27,0,0,1.0,0.037037037037037035,3.162,27,1.0,"{""bash"":17,""introspect"":4,""reflect"":4,""task_board"":2}","{""bash"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-21-07/regex-log__jhTUvrD/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/ad2ad518-3b60-48d4-bb1a-16aa5b978449/step_events.jsonl,True,17,17,,245320,69512,175808,0,9304,254624,254624,0.7166476438936898,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,2,0,queried_not_found,,,,,,,,,,245320,,,,,,245320,9304,,,245320,9304,,,
reshard-c4-data,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,reshard-c4-data__LivLs9j,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/reshard-c4-data__LivLs9j,2026-07-29T21:01:40.566705Z,2026-07-29T21:13:03.107251Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_compress_decompress_workflow,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,7200.0,,120.0,[120.0],,,,,,,,682.540546,57.231725,2.746837,556.820515,52.992903,,122.24000000000001,,3,4,4,0,0,4,0,0,1.0,0.0,0.808,4,1.0,"{""bash"":2,""list_dir"":2}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/reshard-c4-data__LivLs9j/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/ce7e3849-a000-44f6-95d4-de4a11ba126e/step_events.jsonl,True,2,2,,20202,3626,16576,0,9682,29884,29884,0.8205128205128205,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,20202,,,,,,20202,9682,,,20202,9682,,,
rstan-to-pystan,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,rstan-to-pystan__XccEPFL,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/rstan-to-pystan__XccEPFL,2026-07-29T16:35:51.921124Z,2026-07-29T17:44:07.652739Z,0,no_pass,True,True,6,1,5,0,test_outputs.py::test_output_files_exist; test_outputs.py::test_alpha_estimation_accuracy; test_outputs.py::test_sigma_estimation_accuracy; test_outputs.py::test_rho_estimation_accuracy; test_outputs.py::test_beta_estimation_accuracy,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,3600.0,,120.0,[120.0],,,,,,,,4095.731615,7.746463,3.151011,4043.668511,28.736342,,328.627,,13,16,15,1,0,16,0,0,1.0,0.0625,257.99399999999997,16,1.0,"{""bash"":14,""read_file"":2}","{""bash"":1}",ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/rstan-to-pystan__XccEPFL/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/7a7c8b08-7323-445e-94ca-34f4d1b3bfaa/step_events.jsonl,True,12,12,,160170,24234,135936,0,25257,185427,185427,0.8486982581007679,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,160170,,,,,,160170,25257,,,160170,25257,,,
schemelike-metacircular-eval,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,schemelike-metacircular-eval__YB25YaT,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/schemelike-metacircular-eval__YB25YaT,2026-07-30T06:05:06.573067Z,2026-07-30T06:13:37.002790Z,0,no_pass,True,True,1,0,1,0,test_outputs.py::test_interp,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,4800.0,,120.0,[120.0],,,,,,,,510.429723,6.959345,3.749979,444.919035,41.938706,,7.594,,3,4,4,0,0,4,0,0,1.0,0.0,0.098,4,1.0,"{""list_dir"":2,""read_file"":2}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/schemelike-metacircular-eval__YB25YaT/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/9fc77d93-d76c-4734-b69f-b2cfb7b5c5e0/step_events.jsonl,True,2,2,,21937,5361,16576,0,209,22146,22146,0.7556183616720609,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,21937,,,,,,21937,209,,,21937,209,,,
torch-pipeline-parallelism,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,torch-pipeline-parallelism__iioR7V9,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/torch-pipeline-parallelism__iioR7V9,2026-07-30T13:01:43.917642Z,2026-07-30T13:16:56.837013Z,0,no_pass,True,True,3,0,3,0,test_outputs.py::test_pipeline_parallel_exists; test_outputs.py::test_no_hooks_in_pipeline_parallel; test_outputs.py::test_pipeline_parallel,True,False,False,timeout_no_pass,False,,,failed,3,False,,,,stream_transport,complete,False,interruption_recorded,False,exploratory_unfrozen,False,False,True,True,True,False,"[""llm_request_timeout""]","[""journal stream_transport: Error: stream transport failed; non-stream recovery failed: [network] LLM fallback request failed (timeout 120s): error sending request for url (https://open.bigmodel.cn/api/paas/v4/chat/completions)"",""stderr contains explicit LLM fallback request timeout""]",True,1,1,False,False,False,False,1800.0,,120.0,[120.0],,,,,,,,912.919371,6.870121,71.525343,579.982606,241.321904,,145.67000000000002,,3,2,2,0,0,2,0,0,1.0,0.0,0.34800000000000003,2,1.0,"{""bash"":2}",{},ledger_internally_complete,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/torch-pipeline-parallelism__iioR7V9/agent/astra-trajectory/local-sessions/v1/users/b64-bG9jYWw/sessions/f91fa5d5-4986-48a8-aac5-743ce45a3532/step_events.jsonl,True,2,2,,19718,3078,16640,0,9322,29040,29040,0.8438989755553301,server-context-trace+reconciled-details,local-session.pipeline_feedback,session_wide_observed,session_reconciled,True,True,0,0,queried_not_found,,,,,,,,,,19718,,,,,,19718,9322,,,19718,9322,,,
