position,task_id,system,verify_status,run_validity,terminal_status,failure_category,run_id,source,agent_seconds,claim_done_seen,e2e_seconds,evaluator_seconds,finished_at,internal_nonstream_requests,internal_nonstream_requests_completed,internal_nonstream_token_input,internal_nonstream_token_output,internal_nonstream_token_total,internal_nonstream_usage_reported_completed,model_request_limit,model_request_limit_exceeded,model_requests_completed,model_requests_failed,model_requests_started,non_stream_requests,normal_e2e_success,orchestration_seconds,retained_requests_completed_excluding_internal_nonstream,retained_requests_excluding_internal_nonstream,retained_usage_missing_completed_excluding_internal_nonstream,retained_usage_reported_completed_excluding_internal_nonstream,run_directory,started_at,started_only_tool_calls,stream_requests,supplements_run_id,timeout,timeout_scope,token_excluding_internal_nonstream_input,token_excluding_internal_nonstream_note,token_excluding_internal_nonstream_output,token_excluding_internal_nonstream_reliable,token_excluding_internal_nonstream_total,token_input,token_note,token_output,token_reliable,token_total,token_usage_missing_completed,token_usage_reported_completed,tool_calls,tool_failures
21,canvas-art-manager,astra,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-21-canvas-art-manager-astra-a1,m3_latest_valid_run,2476.3982802919927,False,2530.374778,32.358895983954426,2026-08-08T04:30:38.162820+00:00,62,62,614056,204985,819041,62,100,True,100,0,100,62,False,21.617601724052747,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/canvas-art-manager/m3-20260807T155211Z-21-canvas-art-manager-astra-a1,2026-08-08T03:48:27.788042+00:00,0,38,,False,none,3160027,all_retained_completed_responses_reported,53575,True,3213602,3774083,all_completed_responses_reported,258560,True,4032643,0,100,153,0
21,canvas-art-manager,hermes,pass,valid,completed,none,m3-20260807T155211Z-21-canvas-art-manager-hermes-a1,m3_latest_valid_run,767.2888213749975,True,907.990452,13.206460217013955,2026-08-08T04:46:44.006363+00:00,0,0,,,,0,100,False,44,0,44,0,True,127.49517040798855,44,44,0,44,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/canvas-art-manager/m3-20260807T155211Z-21-canvas-art-manager-hermes-a1,2026-08-08T04:31:36.015911+00:00,0,44,,False,none,4398161,all_retained_completed_responses_reported,38418,True,4436579,4398161,all_completed_responses_reported,38418,True,4436579,0,44,164,0
22,canvas-art-quiz,astra,pass,valid,completed,none,m3-20260807T155211Z-22-canvas-art-quiz-astra-a1,m3_latest_valid_run,126.99954072298715,False,169.539847,7.643616657995153,2026-08-08T04:52:21.921417+00:00,6,6,8743,9394,18137,6,100,False,11,0,11,6,True,34.89668961901771,5,5,0,5,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/canvas-art-quiz/m3-20260807T155211Z-22-canvas-art-quiz-astra-a1,2026-08-08T04:49:32.381570+00:00,0,5,,False,none,128326,all_retained_completed_responses_reported,3325,True,131651,137069,all_completed_responses_reported,12719,True,149788,0,11,8,0
22,canvas-art-quiz,hermes,pass,valid,completed,none,m3-20260807T155211Z-22-canvas-art-quiz-hermes-a1,m3_latest_valid_run,77.05572334403405,True,106.475961,7.348642188997474,2026-08-08T04:49:01.269583+00:00,0,0,,,,0,100,False,8,0,8,0,True,22.071595466968475,8,8,0,8,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/canvas-art-quiz/m3-20260807T155211Z-22-canvas-art-quiz-hermes-a1,2026-08-08T04:47:14.793622+00:00,0,8,,False,none,258764,all_retained_completed_responses_reported,4564,True,263328,258764,all_completed_responses_reported,4564,True,263328,0,8,12,0
23,canvas-do-quiz,astra,no_pass,valid,max_steps,model_request_budget,posthoc-20260811T142408Z-023-canvas-do-quiz-astra-a1,posthoc_formal_supplement,3327.9244591939496,False,3384.300079,31.44710595102515,2026-08-11T15:22:53.629015+00:00,61,61,501179,211466,712645,61,100,True,100,0,100,61,False,24.928513855025358,39,39,0,39,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/canvas-do-quiz/posthoc-20260811T142408Z-023-canvas-do-quiz-astra-a1,2026-08-11T14:26:29.328936+00:00,0,39,m3-20260807T155211Z-23-canvas-do-quiz-astra-a1,False,none,3823057,all_retained_completed_responses_reported,138176,True,3961233,4324236,all_completed_responses_reported,349642,True,4673878,0,100,104,0
23,canvas-do-quiz,hermes,pass,valid,completed,none,m3-20260807T155211Z-23-canvas-do-quiz-hermes-a1,m3_latest_valid_run,1327.3771172550041,False,1453.589233,13.989043484965805,2026-08-08T16:29:20.052632+00:00,10,10,5669,880,6549,10,100,False,70,0,70,10,True,112.22307226003,60,60,0,60,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/canvas-do-quiz/m3-20260807T155211Z-23-canvas-do-quiz-hermes-a1,2026-08-08T16:05:06.463399+00:00,0,60,,False,none,6524729,all_retained_completed_responses_reported,42837,True,6567566,6530398,all_completed_responses_reported,43717,True,6574115,0,70,123,0
24,canvas-list-test,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-24-canvas-list-test-astra-a1,m3_latest_valid_run,1619.8031646449817,True,1656.676063,7.168949564977083,2026-08-08T17:19:31.265870+00:00,35,35,166163,98966,265129,35,100,False,60,0,60,35,False,29.703948790041295,25,25,0,25,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/canvas-list-test/m3-20260807T155211Z-24-canvas-list-test-astra-a1,2026-08-08T16:51:54.589807+00:00,0,25,,False,none,1889807,all_retained_completed_responses_reported,72671,True,1962478,2055970,all_completed_responses_reported,171637,True,2227607,0,60,82,0
24,canvas-list-test,hermes,pass,valid,completed,none,m3-20260807T155211Z-24-canvas-list-test-hermes-a1,m3_artifact_gate_v2_projection,858.2336300170282,False,1008.694031,8.102651310968213,2026-08-08T16:48:48.575074+00:00,6,6,2900,448,3348,6,100,False,54,1,54,6,True,142.3577496720036,48,48,1,47,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/canvas-list-test/m3-20260807T155211Z-24-canvas-list-test-hermes-a1,2026-08-08T16:31:59.881043+00:00,0,48,,False,none,4762156,partial_or_missing_retained_provider_usage,38036,False,4800192,4765056,partial_or_missing_provider_usage,38484,False,4803540,1,53,103,0
25,canvas-new-students-notification,astra,pass,valid,completed,none,m3-20260807T155211Z-25-canvas-new-students-notification-astra-a1,m3_latest_valid_run,314.4535968420096,True,355.11609,19.85055817902321,2026-08-08T17:26:23.057579+00:00,14,14,17122,12623,29745,14,100,False,28,0,28,14,True,20.8119349789672,14,14,0,14,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/canvas-new-students-notification/m3-20260807T155211Z-25-canvas-new-students-notification-astra-a1,2026-08-08T17:20:27.941489+00:00,0,14,,False,none,460708,all_retained_completed_responses_reported,11152,True,471860,477830,all_completed_responses_reported,23775,True,501605,0,28,55,0
25,canvas-new-students-notification,hermes,pass,valid,completed,none,m3-20260807T155211Z-25-canvas-new-students-notification-hermes-a1,m3_latest_valid_run,467.05140933796065,True,617.534853,22.471973231004085,2026-08-08T17:37:33.281119+00:00,1,1,464,60,524,1,100,False,41,0,41,1,True,128.01147043103526,40,40,0,40,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/canvas-new-students-notification/m3-20260807T155211Z-25-canvas-new-students-notification-hermes-a1,2026-08-08T17:27:15.746266+00:00,0,40,,False,none,2337919,all_retained_completed_responses_reported,24012,True,2361931,2338383,all_completed_responses_reported,24072,True,2362455,0,41,76,0
26,canvas-submit-late-work,astra,pass,valid,completed,none,m3-20260807T155211Z-26-canvas-submit-late-work-astra-a1,m3_latest_valid_run,587.3288685780135,True,630.991435,9.372851371997967,2026-08-08T18:00:37.783966+00:00,14,14,19167,38149,57316,14,100,False,27,0,27,14,True,34.28971504998856,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/canvas-submit-late-work/m3-20260807T155211Z-26-canvas-submit-late-work-astra-a1,2026-08-08T17:50:06.792531+00:00,0,13,,False,none,558056,all_retained_completed_responses_reported,17161,True,575217,577223,all_completed_responses_reported,55310,True,632533,0,27,30,0
26,canvas-submit-late-work,hermes,pass,valid,completed,none,m3-20260807T155211Z-26-canvas-submit-late-work-hermes-a1,m3_latest_valid_run,530.2536857370287,True,652.150081,10.865484979993198,2026-08-08T17:49:10.608042+00:00,0,0,,,,0,100,False,32,0,32,0,True,111.03091028297808,32,32,0,32,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/canvas-submit-late-work/m3-20260807T155211Z-26-canvas-submit-late-work-hermes-a1,2026-08-08T17:38:18.457961+00:00,0,32,,False,none,2353216,all_retained_completed_responses_reported,30705,True,2383921,2353216,all_completed_responses_reported,30705,True,2383921,0,32,40,0
27,cooking-guidance,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-27-cooking-guidance-astra-a1,m3_latest_valid_run,747.5350091879955,True,776.781441,6.761339980992489,2026-08-08T18:14:08.521146+00:00,19,19,45777,20222,65999,19,100,False,36,0,36,19,False,22.485091831012028,17,17,0,17,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/cooking-guidance/m3-20260807T155211Z-27-cooking-guidance-astra-a1,2026-08-08T18:01:11.739705+00:00,0,17,,False,none,1062846,all_retained_completed_responses_reported,52439,True,1115285,1108623,all_completed_responses_reported,72661,True,1181284,0,36,53,0
27,cooking-guidance,hermes,pass,valid,completed,none,m3-20260807T155211Z-27-cooking-guidance-hermes-a1,m3_latest_valid_run,276.2366328680073,True,403.731383,7.2699932280229405,2026-08-08T18:21:34.097172+00:00,1,1,409,578,987,1,100,False,18,0,18,1,True,120.22475690396976,17,17,0,17,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/cooking-guidance/m3-20260807T155211Z-27-cooking-guidance-hermes-a1,2026-08-08T18:14:50.365789+00:00,0,17,,False,none,1132027,all_retained_completed_responses_reported,27191,True,1159218,1132436,all_completed_responses_reported,27769,True,1160205,0,18,24,0
28,course-assistant,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-28-course-assistant-astra-a1,m3_latest_valid_run,278.5225909309811,False,335.103948,21.68174515798455,2026-08-08T18:30:21.897377+00:00,13,13,15756,16327,32083,13,100,False,25,0,25,13,False,34.899611911034356,12,12,0,12,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/course-assistant/m3-20260807T155211Z-28-course-assistant-astra-a1,2026-08-08T18:24:46.793429+00:00,0,12,,False,none,317504,all_retained_completed_responses_reported,10627,True,328131,333260,all_completed_responses_reported,26954,True,360214,0,25,15,0
28,course-assistant,hermes,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-28-course-assistant-hermes-a1,m3_latest_valid_run,58.12259574502241,False,101.206923,21.139140193990897,2026-08-08T18:24:01.218269+00:00,0,0,,,,0,100,False,7,0,7,0,False,21.945187060986697,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/course-assistant/m3-20260807T155211Z-28-course-assistant-hermes-a1,2026-08-08T18:22:20.011346+00:00,0,7,,False,none,249641,all_retained_completed_responses_reported,2511,True,252152,249641,all_completed_responses_reported,2511,True,252152,0,7,10,0
29,courses-ta-hws,astra,pass,valid,completed,none,m3-20260807T155211Z-29-courses-ta-hws-astra-a1,m3_latest_valid_run,590.0086729290197,True,617.340268,6.39361866901163,2026-08-08T18:41:04.377244+00:00,22,22,37952,31461,69413,22,100,False,41,0,41,22,True,20.93797640196874,19,19,0,19,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/courses-ta-hws/m3-20260807T155211Z-29-courses-ta-hws-astra-a1,2026-08-08T18:30:47.036976+00:00,0,19,,False,none,967676,all_retained_completed_responses_reported,21384,True,989060,1005628,all_completed_responses_reported,52845,True,1058473,0,41,25,0
29,courses-ta-hws,hermes,pass,valid,completed,none,m3-20260807T155211Z-29-courses-ta-hws-hermes-a1,m3_latest_valid_run,152.08891275397036,False,249.818372,7.068543289031368,2026-08-08T18:45:38.742734+00:00,0,0,,,,0,100,False,13,0,13,0,True,90.66091595699828,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/courses-ta-hws/m3-20260807T155211Z-29-courses-ta-hws-hermes-a1,2026-08-08T18:41:28.924362+00:00,0,13,,False,none,1037332,all_retained_completed_responses_reported,15323,True,1052655,1037332,all_completed_responses_reported,15323,True,1052655,0,13,12,0
30,cvpr-research,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-30-cvpr-research-astra-a1,m3_latest_valid_run,409.928199891001,False,446.826592,8.320343197963666,2026-08-08T19:07:24.490684+00:00,14,14,17474,14626,32100,14,100,False,27,0,27,14,False,28.578048911035353,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/cvpr-research/m3-20260807T155211Z-30-cvpr-research-astra-a1,2026-08-08T18:59:57.664092+00:00,0,13,,False,none,442335,all_retained_completed_responses_reported,18373,True,460708,459809,all_completed_responses_reported,32999,True,492808,0,27,19,0
30,cvpr-research,hermes,pass,valid,completed,none,m3-20260807T155211Z-30-cvpr-research-hermes-a1,m3_artifact_gate_v2_projection,658.9645605869591,True,808.813645,8.365366626007017,2026-08-08T18:59:31.504957+00:00,6,6,4169,1925,6094,6,100,False,53,1,53,6,True,141.4837177870338,47,47,1,46,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/cvpr-research/m3-20260807T155211Z-30-cvpr-research-hermes-a1,2026-08-08T18:46:02.691312+00:00,0,47,,False,none,2899560,partial_or_missing_retained_provider_usage,45905,False,2945465,2903729,partial_or_missing_provider_usage,47830,False,2951559,1,52,45,0
31,dataset-license-issue,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-31-dataset-license-issue-astra-a1,m3_latest_valid_run,1359.2395140249864,True,1401.092174,13.125896417011973,2026-08-08T19:33:48.933909+00:00,37,37,97825,99802,197627,37,100,False,63,0,63,37,False,28.72676355800172,26,26,0,26,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/dataset-license-issue/m3-20260807T155211Z-31-dataset-license-issue-astra-a1,2026-08-08T19:10:27.841735+00:00,0,26,,False,none,1550608,all_retained_completed_responses_reported,32959,True,1583567,1648433,all_completed_responses_reported,132761,True,1781194,0,63,38,1
31,dataset-license-issue,hermes,pass,valid,completed,none,m3-20260807T155211Z-31-dataset-license-issue-hermes-a1,m3_latest_valid_run,587.6152761720004,True,729.970632,13.499152409960516,2026-08-08T19:49:29.158621+00:00,2,2,1547,735,2282,2,100,False,40,0,40,2,True,128.85620341803906,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/dataset-license-issue/m3-20260807T155211Z-31-dataset-license-issue-hermes-a1,2026-08-08T19:37:19.187989+00:00,0,38,,False,none,4222849,all_retained_completed_responses_reported,29809,True,4252658,4224396,all_completed_responses_reported,30544,True,4254940,0,40,59,0
32,detect-revised-terms,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-32-detect-revised-terms-astra-a1,m3_latest_valid_run,292.81430491799256,False,338.275166,7.030249209026806,2026-08-08T20:03:31.248581+00:00,9,9,13025,11401,24426,9,100,False,17,0,17,9,False,38.43061187298065,8,8,0,8,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/detect-revised-terms/m3-20260807T155211Z-32-detect-revised-terms-astra-a1,2026-08-08T19:57:52.973415+00:00,0,8,,False,none,311871,all_retained_completed_responses_reported,20593,True,332464,324896,all_completed_responses_reported,31994,True,356890,0,17,28,0
32,detect-revised-terms,hermes,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-32-detect-revised-terms-hermes-a1,m3_latest_valid_run,333.0434205660131,False,455.348218,6.423751708993223,2026-08-08T19:57:29.031152+00:00,1,1,400,121,521,1,100,False,20,0,20,1,False,115.88104572499367,19,19,0,19,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/detect-revised-terms/m3-20260807T155211Z-32-detect-revised-terms-hermes-a1,2026-08-08T19:49:53.682934+00:00,0,19,,False,none,1367133,all_retained_completed_responses_reported,26999,True,1394132,1367533,all_completed_responses_reported,27120,True,1394653,0,20,34,0
33,dietary-health,astra,pass,valid,completed,none,m3-20260807T155211Z-33-dietary-health-astra-a1,m3_latest_valid_run,266.2235454779584,False,293.31107,6.653164959978312,2026-08-08T20:08:49.298928+00:00,8,8,10200,11106,21306,8,100,False,16,0,16,8,True,20.434359562063264,8,8,0,8,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/dietary-health/m3-20260807T155211Z-33-dietary-health-astra-a1,2026-08-08T20:03:55.987858+00:00,0,8,,False,none,326574,all_retained_completed_responses_reported,16682,True,343256,336774,all_completed_responses_reported,27788,True,364562,0,16,14,0
33,dietary-health,hermes,pass,valid,completed,none,m3-20260807T155211Z-33-dietary-health-hermes-a1,m3_latest_valid_run,133.15011588402558,True,163.027529,6.988851752015762,2026-08-08T20:11:56.390749+00:00,0,0,,,,0,100,False,9,0,9,0,True,22.888561363958644,9,9,0,9,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/dietary-health/m3-20260807T155211Z-33-dietary-health-hermes-a1,2026-08-08T20:09:13.363220+00:00,0,9,,False,none,325206,all_retained_completed_responses_reported,12270,True,337476,325206,all_completed_responses_reported,12270,True,337476,0,9,13,0
34,email-paper-homepage,astra,pass,valid,completed,none,m3-20260807T155211Z-34-email-paper-homepage-astra-a1,m3_artifact_gate_v2_projection,992.076068269962,False,1067.508036,31.9048446600209,2026-08-08T20:41:14.473692+00:00,30,30,120437,62859,183296,30,100,False,52,0,52,30,True,43.52712307001707,22,22,0,22,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/email-paper-homepage/m3-20260807T155211Z-34-email-paper-homepage-astra-a1,2026-08-08T20:23:26.965656+00:00,0,22,,False,none,1484943,all_retained_completed_responses_reported,30231,True,1515174,1605380,all_completed_responses_reported,93090,True,1698470,0,52,63,6
34,email-paper-homepage,hermes,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-34-email-paper-homepage-hermes-a1,m3_latest_valid_run,317.05974484200124,False,442.200267,11.020778339996468,2026-08-08T20:21:14.359455+00:00,0,0,,,,0,100,False,20,0,20,0,False,114.11974381800229,20,20,0,20,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/email-paper-homepage/m3-20260807T155211Z-34-email-paper-homepage-hermes-a1,2026-08-08T20:13:52.159188+00:00,0,20,,False,none,1589534,all_retained_completed_responses_reported,22455,True,1611989,1589534,all_completed_responses_reported,22455,True,1611989,0,20,51,0
35,excel-market-research,astra,pass,valid,completed,none,m3-20260807T155211Z-35-excel-market-research-astra-a1,m3_latest_valid_run,168.71412592101842,False,194.712578,5.189502514956985,2026-08-08T20:44:55.173502+00:00,7,7,8673,2538,11211,7,100,False,14,0,14,7,True,20.8089495640246,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/excel-market-research/m3-20260807T155211Z-35-excel-market-research-astra-a1,2026-08-08T20:41:40.460924+00:00,0,7,,False,none,186973,all_retained_completed_responses_reported,16119,True,203092,195646,all_completed_responses_reported,18657,True,214303,0,14,8,0
35,excel-market-research,hermes,pass,valid,completed,none,m3-20260807T155211Z-35-excel-market-research-hermes-a1,m3_latest_valid_run,220.5791118190391,False,247.456337,5.003822737024166,2026-08-08T20:49:26.328562+00:00,0,0,,,,0,100,False,7,0,7,0,True,21.873402443936726,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/excel-market-research/m3-20260807T155211Z-35-excel-market-research-hermes-a1,2026-08-08T20:45:18.872225+00:00,0,7,,False,none,513646,all_retained_completed_responses_reported,20308,True,533954,513646,all_completed_responses_reported,20308,True,533954,0,7,8,0
36,experiments-recordings,astra,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-36-experiments-recordings-astra-a1,m3_latest_valid_run,3732.013102911995,False,3796.92119,38.88926864799578,2026-08-09T05:07:28.600714+00:00,62,62,178655,215768,394423,62,100,True,100,0,100,62,False,26.018818440009454,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/experiments-recordings/m3-20260807T155211Z-36-experiments-recordings-astra-a1,2026-08-09T04:04:11.679524+00:00,0,38,,False,none,3503382,all_retained_completed_responses_reported,190635,True,3694017,3682037,all_completed_responses_reported,406403,True,4088440,0,100,83,0
36,experiments-recordings,hermes,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-36-experiments-recordings-hermes-a1,m3_latest_valid_run,1843.2055012710043,False,1870.317441,15.77994147699792,2026-08-08T21:21:30.308494+00:00,0,0,,,,0,100,True,100,1,100,0,False,11.331998251997675,100,100,1,99,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/experiments-recordings/m3-20260807T155211Z-36-experiments-recordings-hermes-a1,2026-08-08T20:50:19.991053+00:00,0,100,,False,none,14729616,partial_or_missing_retained_provider_usage,133835,False,14863451,14729616,partial_or_missing_provider_usage,133835,False,14863451,1,99,75,0
37,fillout-online-forms,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-37-fillout-online-forms-astra-a1,m3_latest_valid_run,223.92426909896312,False,271.445572,26.1249854650232,2026-08-09T05:12:50.709631+00:00,7,7,8526,14360,22886,7,100,False,14,0,14,7,False,21.396317436013703,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/fillout-online-forms/m3-20260807T155211Z-37-fillout-online-forms-astra-a1,2026-08-09T05:08:19.264059+00:00,0,7,,False,none,143590,all_retained_completed_responses_reported,8101,True,151691,152116,all_completed_responses_reported,22461,True,174577,0,14,9,0
37,fillout-online-forms,hermes,pass,valid,completed,none,m3-20260807T155211Z-37-fillout-online-forms-hermes-a1,m3_latest_valid_run,284.1211949950084,True,398.296828,12.296688525006175,2026-08-09T05:20:16.472940+00:00,0,0,,,,0,100,False,26,0,26,0,True,101.87894447998542,26,26,0,26,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/fillout-online-forms/m3-20260807T155211Z-37-fillout-online-forms-hermes-a1,2026-08-09T05:13:38.176112+00:00,0,26,,False,none,1365623,all_retained_completed_responses_reported,19057,True,1384680,1365623,all_completed_responses_reported,19057,True,1384680,0,26,39,0
38,filter-low-selling-products,astra,no_pass,valid,max_steps,model_request_budget,posthoc-20260811T142408Z-038-filter-low-selling-products-astra-a1,posthoc_formal_supplement,2166.50151464995,False,2248.490223,57.65778319898527,2026-08-11T16:04:47.389311+00:00,62,62,167452,95501,262953,62,100,True,100,0,100,62,False,24.330925151064548,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/filter-low-selling-products/posthoc-20260811T142408Z-038-filter-low-selling-products-astra-a1,2026-08-11T15:27:18.899088+00:00,0,38,m3-20260807T155211Z-38-filter-low-selling-products-astra-a1,False,none,2936340,all_retained_completed_responses_reported,110913,True,3047253,3103792,all_completed_responses_reported,206414,True,3310206,0,100,133,0
38,filter-low-selling-products,hermes,pass,valid,completed,none,m3-20260807T155211Z-38-filter-low-selling-products-hermes-a4,m3_latest_valid_run,451.7603505050065,False,572.794763,26.776724889001343,2026-08-09T06:48:04.159777+00:00,0,0,,,,0,100,False,34,0,34,0,True,94.25768760599215,34,34,0,34,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/filter-low-selling-products/m3-20260807T155211Z-38-filter-low-selling-products-hermes-a4,2026-08-09T06:38:31.365014+00:00,0,34,,False,none,2440019,all_retained_completed_responses_reported,27673,True,2467692,2440019,all_completed_responses_reported,27673,True,2467692,0,34,49,0
39,flagged-transactions,astra,pass,valid,completed,none,posthoc-20260811T142408Z-039-flagged-transactions-astra-a1,posthoc_formal_supplement,279.44511071697343,False,306.841442,5.834320048918016,2026-08-11T16:11:18.353075+00:00,13,13,15899,8738,24637,13,100,False,26,0,26,13,True,21.562011234108525,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/flagged-transactions/posthoc-20260811T142408Z-039-flagged-transactions-astra-a1,2026-08-11T16:06:11.511633+00:00,0,13,m3-20260807T155211Z-39-flagged-transactions-astra-a1,False,none,387095,all_retained_completed_responses_reported,11139,True,398234,402994,all_completed_responses_reported,19877,True,422871,0,26,20,0
39,flagged-transactions,hermes,pass,valid,completed,none,posthoc-20260811T142408Z-039-flagged-transactions-hermes-a1,posthoc_formal_supplement,163.15785854798742,False,272.351492,5.6104968070285395,2026-08-11T16:17:19.635139+00:00,0,0,,,,0,100,False,15,0,15,0,True,103.58313664498405,15,15,0,15,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/hermes/flagged-transactions/posthoc-20260811T142408Z-039-flagged-transactions-hermes-a1,2026-08-11T16:12:47.283647+00:00,0,15,m3-20260807T155211Z-39-flagged-transactions-hermes-a1,False,none,601391,all_retained_completed_responses_reported,15602,True,616993,601391,all_completed_responses_reported,15602,True,616993,0,15,17,0
40,game-statistics,astra,pass,valid,completed,none,posthoc-20260811T142408Z-040-game-statistics-astra-a1,posthoc_formal_supplement,375.3108162599383,True,430.390897,18.355421409010887,2026-08-11T16:30:38.857136+00:00,17,17,21331,13819,35150,17,100,False,33,0,33,17,True,36.724659331050816,16,16,0,16,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/game-statistics/posthoc-20260811T142408Z-040-game-statistics-astra-a1,2026-08-11T16:23:28.466239+00:00,0,16,m3-20260807T155211Z-40-game-statistics-astra-a1,False,none,392771,all_retained_completed_responses_reported,10752,True,403523,414102,all_completed_responses_reported,24571,True,438673,0,33,26,0
40,game-statistics,hermes,pass,valid,completed,none,posthoc-20260811T142408Z-040-game-statistics-hermes-a1,posthoc_formal_supplement,133.33026279706974,False,238.902023,18.858509858022444,2026-08-11T16:22:25.243933+00:00,0,0,,,,0,100,False,16,0,16,0,True,86.71325034490783,16,16,0,16,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/hermes/game-statistics/posthoc-20260811T142408Z-040-game-statistics-hermes-a1,2026-08-11T16:18:26.341910+00:00,0,16,m3-20260807T155211Z-40-game-statistics-hermes-a1,False,none,470187,all_retained_completed_responses_reported,8285,True,478472,470187,all_completed_responses_reported,8285,True,478472,0,16,20,0
