position,task_id,system,state,verify_status,run_validity,terminal_status,failure_category,run_id,source,agent_seconds,cache_read_tokens,claim_done_seen,e2e_seconds,evaluator_seconds,finished_at,internal_nonstream_requests,internal_nonstream_requests_completed,internal_nonstream_token_input,internal_nonstream_token_output,internal_nonstream_token_total,internal_nonstream_usage_reported_completed,model_request_limit,model_request_limit_exceeded,model_requests_completed,model_requests_failed,model_requests_started,non_stream_requests,normal_e2e_success,orchestration_seconds,retained_requests_completed_excluding_internal_nonstream,retained_requests_excluding_internal_nonstream,retained_usage_missing_completed_excluding_internal_nonstream,retained_usage_reported_completed_excluding_internal_nonstream,run_directory,started_at,started_only_tool_calls,stream_requests,supplements_run_id,timeout,timeout_scope,token_excluding_internal_nonstream_input,token_excluding_internal_nonstream_note,token_excluding_internal_nonstream_output,token_excluding_internal_nonstream_reliable,token_excluding_internal_nonstream_total,token_input,token_note,token_output,token_reliable,token_total,token_usage_missing_completed,token_usage_reported_completed,tool_calls,tool_failures
27,cooking-guidance,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-27-cooking-guidance-astra-a1,m3_latest_valid_run,747.5350091879955,,True,776.781441,6.761339980992489,2026-08-08T18:14:08.521146+00:00,19,19,45777,20222,65999,19,100,False,36,0,36,19,False,22.485091831012028,17,17,0,17,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/cooking-guidance/m3-20260807T155211Z-27-cooking-guidance-astra-a1,2026-08-08T18:01:11.739705+00:00,0,17,,False,none,1062846,all_retained_completed_responses_reported,52439,True,1115285,1108623,all_completed_responses_reported,72661,True,1181284,0,36,53,0
27,cooking-guidance,hermes,,pass,valid,completed,none,m3-20260807T155211Z-27-cooking-guidance-hermes-a1,m3_latest_valid_run,276.2366328680073,,True,403.731383,7.2699932280229405,2026-08-08T18:21:34.097172+00:00,1,1,409,578,987,1,100,False,18,0,18,1,True,120.22475690396976,17,17,0,17,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/cooking-guidance/m3-20260807T155211Z-27-cooking-guidance-hermes-a1,2026-08-08T18:14:50.365789+00:00,0,17,,False,none,1132027,all_retained_completed_responses_reported,27191,True,1159218,1132436,all_completed_responses_reported,27769,True,1160205,0,18,24,0
27,cooking-guidance,pi,complete,pass,valid,completed,none,20260812T105634Z-027-cooking-guidance-pi-a1,pi_base_108_v1,286.99091391602997,467712,False,476.642991,11.746601506951265,2026-08-12T15:00:44.791412+00:00,0,0,,,,0,100,False,11,0,11,0,True,177.90547557701876,11,11,0,11,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/cooking-guidance/20260812T105634Z-027-cooking-guidance-pi-a1,2026-08-12T14:52:48.148421+00:00,0,11,,False,none,521881,all_retained_completed_responses_reported,24432,True,546313,521881,all_completed_responses_reported,24432,True,546313,0,11,25,0
28,course-assistant,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-28-course-assistant-astra-a1,m3_latest_valid_run,278.5225909309811,,False,335.103948,21.68174515798455,2026-08-08T18:30:21.897377+00:00,13,13,15756,16327,32083,13,100,False,25,0,25,13,False,34.899611911034356,12,12,0,12,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/course-assistant/m3-20260807T155211Z-28-course-assistant-astra-a1,2026-08-08T18:24:46.793429+00:00,0,12,,False,none,317504,all_retained_completed_responses_reported,10627,True,328131,333260,all_completed_responses_reported,26954,True,360214,0,25,15,0
28,course-assistant,hermes,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-28-course-assistant-hermes-a1,m3_latest_valid_run,58.12259574502241,,False,101.206923,21.139140193990897,2026-08-08T18:24:01.218269+00:00,0,0,,,,0,100,False,7,0,7,0,False,21.945187060986697,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/course-assistant/m3-20260807T155211Z-28-course-assistant-hermes-a1,2026-08-08T18:22:20.011346+00:00,0,7,,False,none,249641,all_retained_completed_responses_reported,2511,True,252152,249641,all_completed_responses_reported,2511,True,252152,0,7,10,0
28,course-assistant,pi,complete,no_pass,valid,completed,completed_but_no_pass,20260812T105634Z-028-course-assistant-pi-a1,pi_base_108_v1,118.0573660270311,259584,False,163.707129,21.407508439966477,2026-08-12T15:06:14.068448+00:00,0,0,,,,0,100,False,11,0,11,0,False,24.242254533002438,11,11,0,11,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/course-assistant/20260812T105634Z-028-course-assistant-pi-a1,2026-08-12T15:03:30.361319+00:00,0,11,,False,none,290257,all_retained_completed_responses_reported,7815,True,298072,290257,all_completed_responses_reported,7815,True,298072,0,11,18,0
29,courses-ta-hws,astra,,pass,valid,completed,none,m3-20260807T155211Z-29-courses-ta-hws-astra-a1,m3_latest_valid_run,590.0086729290197,,True,617.340268,6.39361866901163,2026-08-08T18:41:04.377244+00:00,22,22,37952,31461,69413,22,100,False,41,0,41,22,True,20.93797640196874,19,19,0,19,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/courses-ta-hws/m3-20260807T155211Z-29-courses-ta-hws-astra-a1,2026-08-08T18:30:47.036976+00:00,0,19,,False,none,967676,all_retained_completed_responses_reported,21384,True,989060,1005628,all_completed_responses_reported,52845,True,1058473,0,41,25,0
29,courses-ta-hws,hermes,,pass,valid,completed,none,m3-20260807T155211Z-29-courses-ta-hws-hermes-a1,m3_latest_valid_run,152.08891275397036,,False,249.818372,7.068543289031368,2026-08-08T18:45:38.742734+00:00,0,0,,,,0,100,False,13,0,13,0,True,90.66091595699828,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/courses-ta-hws/m3-20260807T155211Z-29-courses-ta-hws-hermes-a1,2026-08-08T18:41:28.924362+00:00,0,13,,False,none,1037332,all_retained_completed_responses_reported,15323,True,1052655,1037332,all_completed_responses_reported,15323,True,1052655,0,13,12,0
29,courses-ta-hws,pi,complete,pass,valid,completed,none,20260812T105634Z-029-courses-ta-hws-pi-a1,pi_base_108_v1,209.30288322700653,950912,False,239.592807,6.299044548999518,2026-08-12T15:10:39.320199+00:00,0,0,,,,0,100,False,16,0,16,0,True,23.990879223993943,16,16,0,16,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/courses-ta-hws/20260812T105634Z-029-courses-ta-hws-pi-a1,2026-08-12T15:06:39.727392+00:00,0,16,,False,none,1027736,all_retained_completed_responses_reported,10671,True,1038407,1027736,all_completed_responses_reported,10671,True,1038407,0,16,20,2
30,cvpr-research,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-30-cvpr-research-astra-a1,m3_latest_valid_run,409.928199891001,,False,446.826592,8.320343197963666,2026-08-08T19:07:24.490684+00:00,14,14,17474,14626,32100,14,100,False,27,0,27,14,False,28.578048911035353,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/cvpr-research/m3-20260807T155211Z-30-cvpr-research-astra-a1,2026-08-08T18:59:57.664092+00:00,0,13,,False,none,442335,all_retained_completed_responses_reported,18373,True,460708,459809,all_completed_responses_reported,32999,True,492808,0,27,19,0
30,cvpr-research,hermes,,pass,valid,completed,none,m3-20260807T155211Z-30-cvpr-research-hermes-a1,m3_artifact_gate_v2_projection,658.9645605869591,,True,808.813645,8.365366626007017,2026-08-08T18:59:31.504957+00:00,6,6,4169,1925,6094,6,100,False,53,1,53,6,True,141.4837177870338,47,47,1,46,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/cvpr-research/m3-20260807T155211Z-30-cvpr-research-hermes-a1,2026-08-08T18:46:02.691312+00:00,0,47,,False,none,2899560,partial_or_missing_retained_provider_usage,45905,False,2945465,2903729,partial_or_missing_provider_usage,47830,False,2951559,1,52,45,0
30,cvpr-research,pi,complete,no_pass,valid,completed,completed_but_no_pass,20260812T105634Z-030-cvpr-research-pi-a1,pi_base_108_v1,879.5246659029508,4183424,False,935.169182,7.427208214066923,2026-08-12T15:26:41.558879+00:00,0,0,,,,0,100,False,22,0,22,0,False,48.217307882982254,22,22,0,22,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/cvpr-research/20260812T105634Z-030-cvpr-research-pi-a1,2026-08-12T15:11:06.389697+00:00,0,22,,False,none,4865033,all_retained_completed_responses_reported,30833,True,4895866,4865033,all_completed_responses_reported,30833,True,4895866,0,22,27,0
31,dataset-license-issue,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-31-dataset-license-issue-astra-a1,m3_latest_valid_run,1359.2395140249864,,True,1401.092174,13.125896417011973,2026-08-08T19:33:48.933909+00:00,37,37,97825,99802,197627,37,100,False,63,0,63,37,False,28.72676355800172,26,26,0,26,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/dataset-license-issue/m3-20260807T155211Z-31-dataset-license-issue-astra-a1,2026-08-08T19:10:27.841735+00:00,0,26,,False,none,1550608,all_retained_completed_responses_reported,32959,True,1583567,1648433,all_completed_responses_reported,132761,True,1781194,0,63,38,1
31,dataset-license-issue,hermes,,pass,valid,completed,none,m3-20260807T155211Z-31-dataset-license-issue-hermes-a1,m3_latest_valid_run,587.6152761720004,,True,729.970632,13.499152409960516,2026-08-08T19:49:29.158621+00:00,2,2,1547,735,2282,2,100,False,40,0,40,2,True,128.85620341803906,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/dataset-license-issue/m3-20260807T155211Z-31-dataset-license-issue-hermes-a1,2026-08-08T19:37:19.187989+00:00,0,38,,False,none,4222849,all_retained_completed_responses_reported,29809,True,4252658,4224396,all_completed_responses_reported,30544,True,4254940,0,40,59,0
31,dataset-license-issue,pi,complete,pass,valid,completed,none,20260812T105634Z-031-dataset-license-issue-pi-a1,pi_base_108_v1,831.1192643271061,3667200,False,877.914788,18.945087629952468,2026-08-12T15:45:50.139272+00:00,0,0,,,,0,100,False,54,0,54,0,True,27.85043604294151,54,54,0,54,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/dataset-license-issue/20260812T105634Z-031-dataset-license-issue-pi-a1,2026-08-12T15:31:12.224484+00:00,0,54,,False,none,3750568,all_retained_completed_responses_reported,25149,True,3775717,3750568,all_completed_responses_reported,25149,True,3775717,0,54,76,10
32,detect-revised-terms,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-32-detect-revised-terms-astra-a1,m3_latest_valid_run,292.81430491799256,,False,338.275166,7.030249209026806,2026-08-08T20:03:31.248581+00:00,9,9,13025,11401,24426,9,100,False,17,0,17,9,False,38.43061187298065,8,8,0,8,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/detect-revised-terms/m3-20260807T155211Z-32-detect-revised-terms-astra-a1,2026-08-08T19:57:52.973415+00:00,0,8,,False,none,311871,all_retained_completed_responses_reported,20593,True,332464,324896,all_completed_responses_reported,31994,True,356890,0,17,28,0
32,detect-revised-terms,hermes,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-32-detect-revised-terms-hermes-a1,m3_latest_valid_run,333.0434205660131,,False,455.348218,6.423751708993223,2026-08-08T19:57:29.031152+00:00,1,1,400,121,521,1,100,False,20,0,20,1,False,115.88104572499367,19,19,0,19,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/detect-revised-terms/m3-20260807T155211Z-32-detect-revised-terms-hermes-a1,2026-08-08T19:49:53.682934+00:00,0,19,,False,none,1367133,all_retained_completed_responses_reported,26999,True,1394132,1367533,all_completed_responses_reported,27120,True,1394653,0,20,34,0
32,detect-revised-terms,pi,complete,no_pass,valid,completed,completed_but_no_pass,20260812T105634Z-032-detect-revised-terms-pi-a1,pi_base_108_v1,242.42418237798847,335232,False,288.601862,8.376068943995051,2026-08-12T15:51:07.100970+00:00,0,0,,,,0,100,False,13,0,13,0,False,37.80161067801646,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/detect-revised-terms/20260812T105634Z-032-detect-revised-terms-pi-a1,2026-08-12T15:46:18.499108+00:00,0,13,,False,none,367758,all_retained_completed_responses_reported,19391,True,387149,367758,all_completed_responses_reported,19391,True,387149,0,13,30,0
33,dietary-health,astra,,pass,valid,completed,none,m3-20260807T155211Z-33-dietary-health-astra-a1,m3_latest_valid_run,266.2235454779584,,False,293.31107,6.653164959978312,2026-08-08T20:08:49.298928+00:00,8,8,10200,11106,21306,8,100,False,16,0,16,8,True,20.434359562063264,8,8,0,8,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/dietary-health/m3-20260807T155211Z-33-dietary-health-astra-a1,2026-08-08T20:03:55.987858+00:00,0,8,,False,none,326574,all_retained_completed_responses_reported,16682,True,343256,336774,all_completed_responses_reported,27788,True,364562,0,16,14,0
33,dietary-health,hermes,,pass,valid,completed,none,m3-20260807T155211Z-33-dietary-health-hermes-a1,m3_latest_valid_run,133.15011588402558,,True,163.027529,6.988851752015762,2026-08-08T20:11:56.390749+00:00,0,0,,,,0,100,False,9,0,9,0,True,22.888561363958644,9,9,0,9,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/dietary-health/m3-20260807T155211Z-33-dietary-health-hermes-a1,2026-08-08T20:09:13.363220+00:00,0,9,,False,none,325206,all_retained_completed_responses_reported,12270,True,337476,325206,all_completed_responses_reported,12270,True,337476,0,9,13,0
33,dietary-health,pi,complete,pass,valid,completed,none,20260812T105634Z-033-dietary-health-pi-a1,pi_base_108_v1,147.38341342203785,333696,False,187.011353,7.0765566459158435,2026-08-12T15:55:19.095374+00:00,0,0,,,,0,100,False,9,0,9,0,True,32.55138293204632,9,9,0,9,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/dietary-health/20260812T105634Z-033-dietary-health-pi-a1,2026-08-12T15:52:12.084021+00:00,0,9,,False,none,393752,all_retained_completed_responses_reported,12766,True,406518,393752,all_completed_responses_reported,12766,True,406518,0,9,15,0
34,email-paper-homepage,astra,,pass,valid,completed,none,m3-20260807T155211Z-34-email-paper-homepage-astra-a1,m3_artifact_gate_v2_projection,992.076068269962,,False,1067.508036,31.9048446600209,2026-08-08T20:41:14.473692+00:00,30,30,120437,62859,183296,30,100,False,52,0,52,30,True,43.52712307001707,22,22,0,22,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/email-paper-homepage/m3-20260807T155211Z-34-email-paper-homepage-astra-a1,2026-08-08T20:23:26.965656+00:00,0,22,,False,none,1484943,all_retained_completed_responses_reported,30231,True,1515174,1605380,all_completed_responses_reported,93090,True,1698470,0,52,63,6
34,email-paper-homepage,hermes,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-34-email-paper-homepage-hermes-a1,m3_latest_valid_run,317.05974484200124,,False,442.200267,11.020778339996468,2026-08-08T20:21:14.359455+00:00,0,0,,,,0,100,False,20,0,20,0,False,114.11974381800229,20,20,0,20,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/email-paper-homepage/m3-20260807T155211Z-34-email-paper-homepage-hermes-a1,2026-08-08T20:13:52.159188+00:00,0,20,,False,none,1589534,all_retained_completed_responses_reported,22455,True,1611989,1589534,all_completed_responses_reported,22455,True,1611989,0,20,51,0
34,email-paper-homepage,pi,complete,pass,valid,completed,none,20260812T105634Z-034-email-paper-homepage-pi-a1,pi_base_108_v1,293.1968561069807,1062016,False,364.412491,42.526786589063704,2026-08-12T16:04:27.901492+00:00,0,0,,,,0,100,False,19,0,19,0,True,28.68884830395558,19,19,0,19,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/email-paper-homepage/20260812T105634Z-034-email-paper-homepage-pi-a1,2026-08-12T15:58:23.489001+00:00,0,19,,False,none,1125720,all_retained_completed_responses_reported,17973,True,1143693,1125720,all_completed_responses_reported,17973,True,1143693,0,19,41,3
35,excel-market-research,astra,,pass,valid,completed,none,m3-20260807T155211Z-35-excel-market-research-astra-a1,m3_latest_valid_run,168.71412592101842,,False,194.712578,5.189502514956985,2026-08-08T20:44:55.173502+00:00,7,7,8673,2538,11211,7,100,False,14,0,14,7,True,20.8089495640246,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/excel-market-research/m3-20260807T155211Z-35-excel-market-research-astra-a1,2026-08-08T20:41:40.460924+00:00,0,7,,False,none,186973,all_retained_completed_responses_reported,16119,True,203092,195646,all_completed_responses_reported,18657,True,214303,0,14,8,0
35,excel-market-research,hermes,,pass,valid,completed,none,m3-20260807T155211Z-35-excel-market-research-hermes-a1,m3_latest_valid_run,220.5791118190391,,False,247.456337,5.003822737024166,2026-08-08T20:49:26.328562+00:00,0,0,,,,0,100,False,7,0,7,0,True,21.873402443936726,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/excel-market-research/m3-20260807T155211Z-35-excel-market-research-hermes-a1,2026-08-08T20:45:18.872225+00:00,0,7,,False,none,513646,all_retained_completed_responses_reported,20308,True,533954,513646,all_completed_responses_reported,20308,True,533954,0,7,8,0
35,excel-market-research,pi,complete,pass,valid,completed,none,20260812T105634Z-035-excel-market-research-pi-a1,pi_base_108_v1,150.16798013600055,220032,False,200.763363,7.494679964962415,2026-08-12T16:08:16.371837+00:00,0,0,,,,0,100,False,6,0,6,0,True,43.10070289903703,6,6,0,6,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/excel-market-research/20260812T105634Z-035-excel-market-research-pi-a1,2026-08-12T16:04:55.608474+00:00,0,6,,False,none,283668,all_retained_completed_responses_reported,15992,True,299660,283668,all_completed_responses_reported,15992,True,299660,0,6,8,0
36,experiments-recordings,astra,,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-36-experiments-recordings-astra-a1,m3_latest_valid_run,3732.013102911995,,False,3796.92119,38.88926864799578,2026-08-09T05:07:28.600714+00:00,62,62,178655,215768,394423,62,100,True,100,0,100,62,False,26.018818440009454,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/experiments-recordings/m3-20260807T155211Z-36-experiments-recordings-astra-a1,2026-08-09T04:04:11.679524+00:00,0,38,,False,none,3503382,all_retained_completed_responses_reported,190635,True,3694017,3682037,all_completed_responses_reported,406403,True,4088440,0,100,83,0
36,experiments-recordings,hermes,,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-36-experiments-recordings-hermes-a1,m3_latest_valid_run,1843.2055012710043,,False,1870.317441,15.77994147699792,2026-08-08T21:21:30.308494+00:00,0,0,,,,0,100,True,100,1,100,0,False,11.331998251997675,100,100,1,99,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/experiments-recordings/m3-20260807T155211Z-36-experiments-recordings-hermes-a1,2026-08-08T20:50:19.991053+00:00,0,100,,False,none,14729616,partial_or_missing_retained_provider_usage,133835,False,14863451,14729616,partial_or_missing_provider_usage,133835,False,14863451,1,99,75,0
36,experiments-recordings,pi,complete,no_pass,valid,completed,completed_but_no_pass,20260812T105634Z-036-experiments-recordings-pi-a2,pi_base_108_v1,3075.4816039419966,28486528,False,3145.035183,46.44538516004104,2026-08-13T04:45:44.770491+00:00,0,0,,,,0,100,False,45,0,45,0,False,23.108193897962337,45,45,0,45,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/experiments-recordings/20260812T105634Z-036-experiments-recordings-pi-a2,2026-08-13T03:53:19.735308+00:00,0,45,,False,none,29354451,all_retained_completed_responses_reported,76779,True,29431230,29354451,all_completed_responses_reported,76779,True,29431230,0,45,52,5
37,fillout-online-forms,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-37-fillout-online-forms-astra-a1,m3_latest_valid_run,223.92426909896312,,False,271.445572,26.1249854650232,2026-08-09T05:12:50.709631+00:00,7,7,8526,14360,22886,7,100,False,14,0,14,7,False,21.396317436013703,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/fillout-online-forms/m3-20260807T155211Z-37-fillout-online-forms-astra-a1,2026-08-09T05:08:19.264059+00:00,0,7,,False,none,143590,all_retained_completed_responses_reported,8101,True,151691,152116,all_completed_responses_reported,22461,True,174577,0,14,9,0
37,fillout-online-forms,hermes,,pass,valid,completed,none,m3-20260807T155211Z-37-fillout-online-forms-hermes-a1,m3_latest_valid_run,284.1211949950084,,True,398.296828,12.296688525006175,2026-08-09T05:20:16.472940+00:00,0,0,,,,0,100,False,26,0,26,0,True,101.87894447998542,26,26,0,26,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/fillout-online-forms/m3-20260807T155211Z-37-fillout-online-forms-hermes-a1,2026-08-09T05:13:38.176112+00:00,0,26,,False,none,1365623,all_retained_completed_responses_reported,19057,True,1384680,1365623,all_completed_responses_reported,19057,True,1384680,0,26,39,0
37,fillout-online-forms,pi,complete,pass,valid,completed,none,20260812T105634Z-037-fillout-online-forms-pi-a1,pi_base_108_v1,426.0860229800455,1438208,False,469.341696,14.54142382799182,2026-08-12T17:04:00.935894+00:00,0,0,,,,0,100,False,36,0,36,0,True,28.714249191962665,36,36,0,36,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/fillout-online-forms/20260812T105634Z-037-fillout-online-forms-pi-a1,2026-08-12T16:56:11.594198+00:00,0,36,,False,none,1491045,all_retained_completed_responses_reported,14813,True,1505858,1491045,all_completed_responses_reported,14813,True,1505858,0,36,42,1
38,filter-low-selling-products,astra,,no_pass,valid,max_steps,model_request_budget,posthoc-20260811T142408Z-038-filter-low-selling-products-astra-a1,posthoc_formal_supplement,2166.50151464995,,False,2248.490223,57.65778319898527,2026-08-11T16:04:47.389311+00:00,62,62,167452,95501,262953,62,100,True,100,0,100,62,False,24.330925151064548,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/filter-low-selling-products/posthoc-20260811T142408Z-038-filter-low-selling-products-astra-a1,2026-08-11T15:27:18.899088+00:00,0,38,m3-20260807T155211Z-38-filter-low-selling-products-astra-a1,False,none,2936340,all_retained_completed_responses_reported,110913,True,3047253,3103792,all_completed_responses_reported,206414,True,3310206,0,100,133,0
38,filter-low-selling-products,hermes,,pass,valid,completed,none,m3-20260807T155211Z-38-filter-low-selling-products-hermes-a4,m3_latest_valid_run,451.7603505050065,,False,572.794763,26.776724889001343,2026-08-09T06:48:04.159777+00:00,0,0,,,,0,100,False,34,0,34,0,True,94.25768760599215,34,34,0,34,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/filter-low-selling-products/m3-20260807T155211Z-38-filter-low-selling-products-hermes-a4,2026-08-09T06:38:31.365014+00:00,0,34,,False,none,2440019,all_retained_completed_responses_reported,27673,True,2467692,2440019,all_completed_responses_reported,27673,True,2467692,0,34,49,0
38,filter-low-selling-products,pi,incomplete,missing,missing,missing,infra_incomplete,,pi_base_108_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,flagged-transactions,astra,,pass,valid,completed,none,posthoc-20260811T142408Z-039-flagged-transactions-astra-a1,posthoc_formal_supplement,279.44511071697343,,False,306.841442,5.834320048918016,2026-08-11T16:11:18.353075+00:00,13,13,15899,8738,24637,13,100,False,26,0,26,13,True,21.562011234108525,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/flagged-transactions/posthoc-20260811T142408Z-039-flagged-transactions-astra-a1,2026-08-11T16:06:11.511633+00:00,0,13,m3-20260807T155211Z-39-flagged-transactions-astra-a1,False,none,387095,all_retained_completed_responses_reported,11139,True,398234,402994,all_completed_responses_reported,19877,True,422871,0,26,20,0
39,flagged-transactions,hermes,,pass,valid,completed,none,posthoc-20260811T142408Z-039-flagged-transactions-hermes-a1,posthoc_formal_supplement,163.15785854798742,,False,272.351492,5.6104968070285395,2026-08-11T16:17:19.635139+00:00,0,0,,,,0,100,False,15,0,15,0,True,103.58313664498405,15,15,0,15,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/hermes/flagged-transactions/posthoc-20260811T142408Z-039-flagged-transactions-hermes-a1,2026-08-11T16:12:47.283647+00:00,0,15,m3-20260807T155211Z-39-flagged-transactions-hermes-a1,False,none,601391,all_retained_completed_responses_reported,15602,True,616993,601391,all_completed_responses_reported,15602,True,616993,0,15,17,0
39,flagged-transactions,pi,complete,pass,valid,completed,none,20260812T105634Z-039-flagged-transactions-pi-a1,pi_base_108_v1,197.35358568909578,375168,False,226.581134,5.529766388935968,2026-08-12T17:12:00.487238+00:00,0,0,,,,0,100,False,19,0,19,0,True,23.697781921968243,19,19,0,19,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/flagged-transactions/20260812T105634Z-039-flagged-transactions-pi-a1,2026-08-12T17:08:13.906104+00:00,0,19,,False,none,405646,all_retained_completed_responses_reported,10112,True,415758,405646,all_completed_responses_reported,10112,True,415758,0,19,24,2
40,game-statistics,astra,,pass,valid,completed,none,posthoc-20260811T142408Z-040-game-statistics-astra-a1,posthoc_formal_supplement,375.3108162599383,,True,430.390897,18.355421409010887,2026-08-11T16:30:38.857136+00:00,17,17,21331,13819,35150,17,100,False,33,0,33,17,True,36.724659331050816,16,16,0,16,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/game-statistics/posthoc-20260811T142408Z-040-game-statistics-astra-a1,2026-08-11T16:23:28.466239+00:00,0,16,m3-20260807T155211Z-40-game-statistics-astra-a1,False,none,392771,all_retained_completed_responses_reported,10752,True,403523,414102,all_completed_responses_reported,24571,True,438673,0,33,26,0
40,game-statistics,hermes,,pass,valid,completed,none,posthoc-20260811T142408Z-040-game-statistics-hermes-a1,posthoc_formal_supplement,133.33026279706974,,False,238.902023,18.858509858022444,2026-08-11T16:22:25.243933+00:00,0,0,,,,0,100,False,16,0,16,0,True,86.71325034490783,16,16,0,16,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/hermes/game-statistics/posthoc-20260811T142408Z-040-game-statistics-hermes-a1,2026-08-11T16:18:26.341910+00:00,0,16,m3-20260807T155211Z-40-game-statistics-hermes-a1,False,none,470187,all_retained_completed_responses_reported,8285,True,478472,470187,all_completed_responses_reported,8285,True,478472,0,16,20,0
40,game-statistics,pi,complete,pass,valid,completed,none,20260812T105634Z-040-game-statistics-pi-a1,pi_base_108_v1,131.75103305000812,171520,False,171.814347,18.49607079406269,2026-08-12T17:15:59.085230+00:00,0,0,,,,0,100,False,15,0,15,0,True,21.56724315592919,15,15,0,15,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/game-statistics/20260812T105634Z-040-game-statistics-pi-a1,2026-08-12T17:13:07.270883+00:00,0,15,,False,none,184097,all_retained_completed_responses_reported,5662,True,189759,184097,all_completed_responses_reported,5662,True,189759,0,15,27,0
