task_id,run_dir,trial_name,trial_path,reward,scored,strict_e2e_success,exception,exception_type,started_at,finished_at,e2e_s,environment_setup_s,agent_setup_s,agent_execution_s,verifier_s,product_terminal_status,product_return_code,product_completion_claim,product_error_type,product_final_status,cleanup_zero_live_proven,trigger_hit,trigger_reason,lifecycle_gate_passed,formal_score_eligible,run_status,run_error,run_duration_s,session_present,api_calls,session_tool_calls,tool_calls,tool_calls_failed,tool_call_failure_rate,tool_duration_s,tool_breakdown,failed_tool_breakdown,fresh_input_tokens,cache_tokens,cache_write_tokens,input_tokens,output_tokens,reasoning_tokens,total_tokens,cache_share,cost_status,actual_cost_usd,outcome_category,failure_reason,recommended_action,verifier_tests,verifier_passed,verifier_failed,verifier_skipped,failed_test_names
gpt2-codegolf,2026-07-31__04-56-32,gpt2-codegolf__D7dv6Qz,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__04-56-32/gpt2-codegolf__D7dv6Qz,0,True,False,False,,2026-07-30T20:56:33.485233Z,2026-07-30T21:27:34.124439Z,1860.639206,1.562334,4.966959,1812.852428,28.525077,timeout,124,False,,timed_out,True,False,product_exited_before_noop,False,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,1810.0553653240204,True,14,21,21,4,0.19047619047619047,52.929,"{""execute_code"": 1, ""terminal"": 20}","{""execute_code"": 1, ""terminal"": 3}",13331,293888,0,307219,92383,84394,399602,0.9566075014891657,unknown,,agent_deadline_zero,Hermes 超过 driver deadline；gpt2.c 未生成，Verifier 0/1,若 deadline 属实验预算则保留零分；否则提高 deadline 后完整重跑,1,0,1,0,test_outputs.py::test_gpt2_implementation
headless-terminal,2026-07-31__05-29-30,headless-terminal__w4fJEGp,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__05-29-30/headless-terminal__w4fJEGp,1,True,True,False,,2026-07-30T21:29:31.684189Z,2026-07-30T21:37:10.262211Z,458.578022,1.429432,4.61949,422.084284,18.279305,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,419.46730279922485,True,15,16,16,4,0.25,24.614999999999995,"{""patch"": 2, ""read_file"": 1, ""search_files"": 4, ""terminal"": 7, ""write_file"": 2}","{""terminal"": 4}",20954,258624,0,279578,29920,24780,309498,0.9250513273576605,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,7,7,0,0,
install-windows-3.11,2026-07-31__05-42-50,install-windows-3.11__mjR9MNB,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__05-42-50/install-windows-3.11__mjR9MNB,,False,False,True,ExceptionGroup,2026-07-30T21:42:51.554922Z,2026-07-30T22:23:41.857856Z,2450.302934,1.319508,4.863855,2431.042373,,adapter_infra_error,,True,ExceptionGroup,completed,False,False,controller_incomplete,False,False,completed,,2428.505705356598,True,90,90,90,11,0.12222222222222222,1885.6980000000003,"{""terminal"": 86, ""todo"": 3, ""vision_analyze"": 1}","{""terminal"": 10, ""vision_analyze"": 1}",68862,2853312,0,2922174,19383,939,2941557,0.9764346681614442,unknown,,cleanup_adapter_no_verifier,Hermes run completed，但 cleanup report 缺失导致 adapter_infra_error；Verifier 未运行,完整重跑以获得可评分结果,,,,,
kv-store-grpc,2026-07-31__06-25-39,kv-store-grpc__Ef67kGg,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__06-25-39/kv-store-grpc__Ef67kGg,0,True,False,False,,2026-07-30T22:25:40.029987Z,2026-07-30T22:29:18.315104Z,218.285117,1.322066,4.758568,193.039486,7.0392,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,190.42797923088074,True,15,15,15,1,0.06666666666666667,16.88,"{""execute_code"": 1, ""process"": 1, ""read_file"": 1, ""terminal"": 5, ""todo"": 5, ""write_file"": 2}","{""execute_code"": 1}",5557,269376,0,274933,11239,8921,286172,0.9797878028465117,unknown,,background_lifecycle_failure,Verifier 5/7；gateway 收尾后 5328 端口 Connection refused，后台 gRPC 服务未持久化,使用独立 daemon 后完整重跑,7,5,2,0,test_outputs.py::test_real_grpc_server_running; test_outputs.py::test_grpc_server_functionality
large-scale-text-editing,2026-07-31__06-31-20,large-scale-text-editing__RXziCtM,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__06-31-20/large-scale-text-editing__RXziCtM,1,True,True,False,,2026-07-30T22:31:21.435450Z,2026-07-30T22:41:26.677801Z,605.242351,1.29601,4.810859,536.628207,50.493601,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,533.8995175361633,True,12,16,16,2,0.125,90.62799999999999,"{""execute_code"": 1, ""read_file"": 1, ""terminal"": 12, ""write_file"": 2}","{""execute_code"": 1, ""terminal"": 1}",4226,210240,0,214466,31734,29905,246200,0.9802952449339289,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,5,5,0,0,
llm-inference-batching-scheduler,2026-07-31__06-44-32,llm-inference-batching-scheduler__fKWoNdN,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__06-44-32/llm-inference-batching-scheduler__fKWoNdN,1,True,True,False,,2026-07-30T22:44:32.894999Z,2026-07-30T23:06:09.218344Z,1296.323345,1.229743,4.76399,1269.297422,8.9053,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,1266.6322979927063,True,37,38,38,4,0.10526315789473684,649.4720000000001,"{""execute_code"": 1, ""patch"": 1, ""read_file"": 2, ""terminal"": 31, ""write_file"": 3}","{""execute_code"": 1, ""terminal"": 3}",59203,1692672,0,1751875,46768,6282,1798643,0.9662059222261862,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,6,6,0,0,
mailman,2026-07-31__07-13-36,mailman__WzGfTVF,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__07-13-36/mailman__WzGfTVF,,False,False,True,ExceptionGroup,2026-07-30T23:13:37.414283Z,2026-07-30T23:27:59.017650Z,861.603367,1.257005,5.095666,843.090185,,adapter_infra_error,,True,ExceptionGroup,completed,False,False,controller_incomplete,False,False,completed,,840.6437385082245,True,70,76,76,16,0.21052631578947367,344.8649999999999,"{""read_file"": 4, ""terminal"": 66, ""todo"": 4, ""write_file"": 2}","{""terminal"": 15, ""write_file"": 1}",135264,3050880,0,3186144,21633,8273,3207777,0.9575461749374793,unknown,,cleanup_adapter_no_verifier,Hermes run completed，但 cleanup report 缺失导致 adapter_infra_error；Verifier 未运行,完整重跑以获得可评分结果,,,,,
make-doom-for-mips,2026-07-31__07-29-59,make-doom-for-mips__Wjfu7d3,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__07-29-59/make-doom-for-mips__Wjfu7d3,0,True,False,False,,2026-07-30T23:30:00.186183Z,2026-07-30T23:46:23.328886Z,983.142703,1.459339,4.989676,922.177666,42.358033,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,919.4872672557831,True,90,99,99,3,0.030303030303030304,111.07199999999997,"{""execute_code"": 2, ""patch"": 17, ""read_file"": 7, ""terminal"": 64, ""todo"": 5, ""write_file"": 4}","{""execute_code"": 2, ""terminal"": 1}",175599,6602496,0,6778095,43246,21232,6821341,0.9740931633445681,unknown,,task_requirement_failure,Verifier 0/3；vm.js 未成功运行且 frame.bmp 未生成,保留任务零分,3,0,3,0,test_outputs.py::test_vm_execution; test_outputs.py::test_frame_bmp_exists; test_outputs.py::test_frame_bmp_similar_to_reference
make-mips-interpreter,2026-07-31__07-48-27,make-mips-interpreter__MwMSXQK,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__07-48-27/make-mips-interpreter__MwMSXQK,0,True,False,False,,2026-07-30T23:48:28.140467Z,2026-07-31T00:12:25.183018Z,1437.042551,1.240245,4.900846,1374.897336,43.747887,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,1372.2602412700653,True,90,115,115,2,0.017391304347826087,51.38500000000002,"{""execute_code"": 1, ""patch"": 7, ""read_file"": 8, ""terminal"": 98, ""write_file"": 1}","{""execute_code"": 1, ""terminal"": 1}",254654,6466560,0,6721214,86150,57392,6807364,0.9621119041887374,unknown,,task_requirement_failure,Verifier 0/3；vm.js 未成功运行且 frame.bmp 未生成,保留任务零分,3,0,3,0,test_outputs.py::test_vm_execution; test_outputs.py::test_frame_bmp_exists; test_outputs.py::test_frame_bmp_similar_to_reference
mcmc-sampling-stan,2026-07-31__08-18-19,mcmc-sampling-stan__tJaMa3U,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__08-18-19/mcmc-sampling-stan__tJaMa3U,1,True,True,False,,2026-07-31T00:18:20.298893Z,2026-07-31T00:43:07.121509Z,1486.822616,1.356473,4.98497,1183.891352,283.366581,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,1181.2536771297455,True,38,42,42,0,0.0,975.675,"{""process"": 12, ""read_file"": 2, ""terminal"": 22, ""todo"": 3, ""write_file"": 3}",{},40306,909376,0,949682,6850,995,956532,0.9575584248200977,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,6,6,0,0,
merge-diff-arc-agi-task,2026-07-31__08-50-54,merge-diff-arc-agi-task__vhnhmaK,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__08-50-54/merge-diff-arc-agi-task__vhnhmaK,1,True,True,False,,2026-07-31T00:50:55.272908Z,2026-07-31T00:57:51.543539Z,416.270631,1.170237,5.061248,366.609275,31.094229,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,364.10830187797546,True,22,21,21,1,0.047619047619047616,40.510000000000005,"{""execute_code"": 1, ""read_file"": 1, ""terminal"": 15, ""todo"": 3, ""write_file"": 1}","{""execute_code"": 1}",50852,447872,0,498724,18625,14708,517349,0.8980357873292643,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,5,5,0,0,
model-extraction-relu-logits,2026-07-31__08-59-53,model-extraction-relu-logits__Y2jbEX7,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__08-59-53/model-extraction-relu-logits__Y2jbEX7,1,True,False,False,,2026-07-31T00:59:53.810711Z,2026-07-31T01:30:44.334194Z,1850.523483,1.229248,4.682437,1812.810204,19.75648,timeout,124,False,,timed_out,True,False,product_exited_before_noop,False,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,1809.9877247810364,True,55,55,54,0,0.0,235.248,"{""read_file"": 2, ""search_files"": 1, ""terminal"": 42, ""write_file"": 9}",{},127525,2221504,0,2349029,118716,78734,2467745,0.9457116110529074,unknown,,abnormal_verifier_pass,Agent 超过 deadline，但中断前产物已通过 Verifier,保留功能结果；严格 E2E 统计记为未成功,1,1,0,0,
modernize-scientific-stack,2026-07-31__09-32-29,modernize-scientific-stack__BA2S2GU,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__09-32-29/modernize-scientific-stack__BA2S2GU,1,True,True,False,,2026-07-31T01:32:30.444318Z,2026-07-31T01:35:23.535849Z,173.091531,1.256329,4.740519,140.382752,14.570911,completed,0,True,,completed,True,False,product_exited,False,False,completed,,137.31847667694092,True,13,15,15,1,0.06666666666666667,29.266000000000002,"{""patch"": 2, ""read_file"": 3, ""terminal"": 7, ""write_file"": 3}","{""terminal"": 1}",7202,251392,0,258594,4276,879,262870,0.972149392483971,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,2,2,0,0,
multi-source-data-merger,2026-07-31__09-40-03,multi-source-data-merger__mm3EWMs,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__09-40-03/multi-source-data-merger__mm3EWMs,1,True,True,False,,2026-07-31T01:40:03.878024Z,2026-07-31T01:43:38.399010Z,214.520986,1.342029,5.040186,181.629859,14.344285,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,178.98199009895325,True,10,11,11,3,0.2727272727272727,22.499,"{""execute_code"": 1, ""patch"": 1, ""read_file"": 2, ""terminal"": 6, ""write_file"": 1}","{""execute_code"": 1, ""terminal"": 2}",25673,158592,0,184265,8806,5040,193071,0.8606734865546902,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,3,3,0,0,
nginx-request-logging,2026-07-31__09-45-39,nginx-request-logging__kHJx38i,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__09-45-39/nginx-request-logging__kHJx38i,,False,False,True,ExceptionGroup,2026-07-31T01:45:40.420108Z,2026-07-31T01:48:25.305352Z,164.885244,1.199229,4.668878,147.024579,,adapter_infra_error,,True,ExceptionGroup,completed,False,False,controller_incomplete,False,False,completed,,144.42371797561646,True,13,18,18,2,0.1111111111111111,52.863,"{""patch"": 1, ""read_file"": 2, ""terminal"": 12, ""write_file"": 3}","{""patch"": 1, ""write_file"": 1}",5278,232064,0,237342,2793,873,240135,0.9777620480151006,unknown,,cleanup_adapter_no_verifier,Hermes run completed，但 cleanup report 缺失导致 adapter_infra_error；Verifier 未运行,完整重跑以获得可评分结果,,,,,
openssl-selfsigned-cert,2026-07-31__09-50-26,openssl-selfsigned-cert__sXE9ZoE,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__09-50-26/openssl-selfsigned-cert__sXE9ZoE,0,True,False,False,,2026-07-31T01:50:26.776751Z,2026-07-31T01:52:29.472154Z,122.695403,1.297478,4.801406,95.627764,8.954705,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,92.95816707611084,True,4,4,4,0,0.0,6.725999999999999,"{""terminal"": 3, ""write_file"": 1}",{},20194,48832,0,69026,4119,2313,73145,0.7074435719873671,unknown,,task_requirement_failure,Verifier 5/6；check_cert.py 执行返回非零,保留任务零分,6,5,1,0,test_outputs.py::test_python_verification_script
overfull-hbox,2026-07-31__10-00-15,overfull-hbox__8TTwMxE,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__10-00-15/overfull-hbox__8TTwMxE,1,True,True,False,,2026-07-31T02:00:16.532200Z,2026-07-31T02:13:46.730819Z,810.198619,1.417328,5.018351,726.26264,65.029536,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,723.6705784797668,True,18,20,20,3,0.15,53.99499999999999,"{""execute_code"": 3, ""read_file"": 4, ""search_files"": 2, ""terminal"": 7, ""todo"": 3, ""write_file"": 1}","{""execute_code"": 3}",39120,383552,0,422672,53470,46733,476142,0.9074459628269674,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,4,4,0,0,
password-recovery,2026-07-31__10-22-47,password-recovery__7Y4d5e9,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__10-22-47/password-recovery__7Y4d5e9,1,True,True,False,,2026-07-31T02:22:48.410748Z,2026-07-31T02:32:05.687583Z,557.276835,2.17357,5.301559,508.854448,28.66527,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,506.0973665714264,True,13,20,20,2,0.1,250.55299999999997,"{""terminal"": 17, ""todo"": 2, ""write_file"": 1}","{""terminal"": 2}",65492,283520,0,349012,14065,6941,363077,0.8123502916805153,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,2,2,0,0,
path-tracing,2026-07-31__10-35-33,path-tracing__99PefA4,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__10-35-33/path-tracing__99PefA4,,False,False,True,ExceptionGroup,2026-07-31T02:35:33.886383Z,2026-07-31T03:36:07.344090Z,3633.457707,1.399172,5.648783,3613.831106,,adapter_infra_error,,False,ExceptionGroup,timed_out,False,False,controller_incomplete,False,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,3610.074784040451,True,58,59,58,8,0.13793103448275862,471.56899999999996,"{""execute_code"": 1, ""terminal"": 32, ""write_file"": 25}","{""execute_code"": 1, ""terminal"": 7}",212275,2915328,0,3127603,230865,193413,3358468,0.9321285342161393,unknown,,deadline_adapter_no_verifier,Hermes run 超过 deadline，随后 cleanup report 缺失，Verifier 未运行,完整重跑；若保留原 deadline，应将超时作为明确终态,,,,,
path-tracing-reverse,2026-07-31__11-44-49,path-tracing-reverse__bqaaCSt,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__11-44-49/path-tracing-reverse__bqaaCSt,1,True,False,False,,2026-07-31T03:44:50.606181Z,2026-07-31T04:45:57.759740Z,3667.153559,1.901943,5.423861,3612.882725,34.423334,timeout,124,False,,timed_out,True,False,product_exited_before_noop,False,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,3610.152501821518,True,54,62,61,6,0.09836065573770492,1510.686,"{""browser_vision"": 1, ""delegate_task"": 1, ""read_file"": 2, ""terminal"": 56, ""vision_analyze"": 1}","{""browser_vision"": 1, ""terminal"": 4, ""vision_analyze"": 1}",310569,3495424,0,3805993,60592,10813,3866585,0.9184000075670133,unknown,,abnormal_verifier_pass,Agent 超过 deadline，但中断前产物已通过 Verifier,保留功能结果；严格 E2E 统计记为未成功,3,3,0,0,
polyglot-c-py,2026-07-31__12-52-58,polyglot-c-py__TW2ShP7,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__12-52-58/polyglot-c-py__TW2ShP7,1,True,True,False,,2026-07-31T04:52:59.305584Z,2026-07-31T04:55:45.277228Z,165.971644,1.418081,5.373072,114.227623,32.717516,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,111.52422213554382,True,5,6,6,0,0.0,4.404999999999999,"{""terminal"": 4, ""write_file"": 2}",{},1335,79680,0,81015,6055,4877,87070,0.9835215700796149,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,1,1,0,0,
polyglot-rust-c,2026-07-31__13-03-48,polyglot-rust-c__h2GeXmG,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__13-03-48/polyglot-rust-c__h2GeXmG,1,True,True,False,,2026-07-31T05:03:49.479228Z,2026-07-31T05:10:48.651634Z,419.172406,1.191772,5.374657,363.999455,36.164306,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,361.36229157447815,True,5,4,4,0,0.0,5.06,"{""terminal"": 3, ""write_file"": 1}",{},1283,79616,0,80899,23571,22613,104470,0.9841407186739021,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,1,1,0,0,
portfolio-optimization,2026-07-31__13-12-48,portfolio-optimization__LWrHTUo,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__13-12-48/portfolio-optimization__LWrHTUo,1,True,True,False,,2026-07-31T05:12:48.756272Z,2026-07-31T05:25:41.247319Z,772.491047,1.479393,5.102292,689.096187,64.50938,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,686.4077229499817,True,14,19,19,1,0.05263157894736842,241.25599999999997,"{""execute_code"": 1, ""read_file"": 5, ""terminal"": 8, ""write_file"": 5}","{""execute_code"": 1}",13949,312320,0,326269,29107,21901,355376,0.957246934278157,unknown,,clean_verifier_pass,功能通过且 Agent 正常完成,保留结果,4,4,0,0,
protein-assembly,2026-07-31__13-27-47,protein-assembly__mDbiyVc,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__13-27-47/protein-assembly__mDbiyVc,0,True,False,False,,2026-07-31T05:27:48.364732Z,2026-07-31T05:48:08.270146Z,1219.905414,1.28544,4.983553,1190.875157,10.497897,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,1187.7352712154388,True,40,44,44,6,0.13636363636363635,150.739,"{""execute_code"": 3, ""patch"": 1, ""read_file"": 4, ""terminal"": 20, ""write_file"": 16}","{""execute_code"": 3, ""terminal"": 3}",70090,1802944,0,1873034,68804,43674,1941838,0.9625794299516186,unknown,,task_requirement_failure,Verifier 0/1；gblock.txt 缺失或不满足融合蛋白要求,保留任务零分,1,0,1,0,test_outputs.py::test_gblock
prove-plus-comm,2026-07-31__13-59-51,prove-plus-comm__weWUbNV,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__13-59-51/prove-plus-comm__weWUbNV,,False,False,True,ExceptionGroup,2026-07-31T05:59:52.537750Z,2026-07-31T06:00:27.730252Z,35.192502,4.728949,14.246886,3.539857,,adapter_infra_error,,False,ExceptionGroup,,False,False,controller_incomplete,False,False,,,,False,,,0,0,0.0,0,{},{},,,,,,,,,,,launcher_infra_no_verifier,产品在 Hermes session 建立前发生 launcher/lifecycle 异常；无 session、无 Verifier,修复 launcher/架构问题后完整重跑,,,,,
pypi-server,2026-07-31__14-05-34,pypi-server__SzFsDEH,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__14-05-34/pypi-server__SzFsDEH,0,True,False,False,,2026-07-31T06:05:35.291596Z,2026-07-31T06:11:13.496979Z,338.205383,7.690237,16.974579,259.93606,37.318206,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,253.27392196655273,True,26,23,23,2,0.08695652173913043,74.995,"{""patch"": 1, ""terminal"": 13, ""todo"": 5, ""write_file"": 4}","{""terminal"": 2}",24649,497472,0,522121,5084,496,527205,0.9527906366531896,unknown,,background_lifecycle_failure,Verifier 安装 vectorops==0.1.0 时连接不到本地 PyPI；后台服务未持久化,使用独立 daemon 后完整重跑,1,0,1,0,test_outputs.py::test_api
pytorch-model-recovery,2026-07-31__14-20-57,pytorch-model-recovery__Nf3p9xm,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__14-20-57/pytorch-model-recovery__Nf3p9xm,0,True,False,False,,2026-07-31T06:20:58.634681Z,2026-07-31T06:32:50.576849Z,711.942168,6.121543,21.744774,642.799577,23.743763,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,632.3664529323578,True,16,15,15,1,0.06666666666666667,284.91400000000004,"{""terminal"": 14, ""write_file"": 1}","{""terminal"": 1}",24587,307008,0,331595,15539,10191,347134,0.9258523198480073,unknown,,verifier_infra_failure,Verifier 下载依赖时 SSL_ERROR_SYSCALL，且 uvx 不存在；没有生成 CTRF,优先重跑 Verifier；若原环境不可恢复则完整重跑,,,,,
qemu-alpine-ssh,2026-07-31__14-36-17,qemu-alpine-ssh__7Aa9Evb,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__14-36-17/qemu-alpine-ssh__7Aa9Evb,0,True,False,False,,2026-07-31T06:36:18.295745Z,2026-07-31T07:07:17.758763Z,1859.463018,2.794147,6.492788,1814.445818,22.734628,timeout,124,False,,timed_out,True,False,product_exited_before_noop,False,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,1810.1667466163635,True,73,75,74,7,0.0945945945945946,1111.4170000000004,"{""execute_code"": 1, ""process"": 5, ""terminal"": 65, ""write_file"": 3}","{""execute_code"": 1, ""terminal"": 6}",35407,1971264,0,2006671,13194,3150,2019865,0.9823553537176747,unknown,,agent_deadline_zero,Hermes 超过 driver deadline；SSH 端口不可用，Verifier 0/1,若 deadline 属实验预算则保留零分；否则提高 deadline 后完整重跑,1,0,1,0,test_outputs.py::test_sshpass
qemu-startup,2026-07-31__15-09-06,qemu-startup__4pKPFNL,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__15-09-06/qemu-startup__4pKPFNL,0,True,False,False,,2026-07-31T07:09:07.550317Z,2026-07-31T07:21:49.298580Z,761.748263,1.883062,5.680625,702.337753,38.732927,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,699.411484003067,True,34,33,33,2,0.06060606060606061,349.375,"{""process"": 3, ""terminal"": 30}","{""terminal"": 2}",11044,671616,0,682660,10446,7337,693106,0.9838221076377699,unknown,,background_lifecycle_failure,QEMU 在 Agent 内已出现 login prompt，但 gateway cleanup 清理了工具托管后台进程；Verifier 时端口消失,使用 QEMU -daemonize 后完整重跑,1,0,1,0,test_outputs.py::test_version
query-optimize,2026-07-31__15-29-40,query-optimize__GxjCVic,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__15-29-40/query-optimize__GxjCVic,0,True,False,False,,2026-07-31T07:29:42.221687Z,2026-07-31T07:50:29.847533Z,1247.625846,1.976651,5.939143,655.482353,571.276028,completed,0,True,,completed,True,False,product_exited_before_noop,False,False,completed,,652.1573147773743,True,11,15,15,1,0.06666666666666667,436.11100000000005,"{""read_file"": 1, ""terminal"": 12, ""write_file"": 2}","{""terminal"": 1}",4674,196608,0,201282,8797,6825,210079,0.9767788475869675,unknown,,performance_requirement_failure,Verifier 5/6；solution median 1.269s，未达到不慢于 golden 1.05 倍的门槛,保留任务零分,6,5,1,0,test_outputs.py::test_compare_golden_vs_solution_runtime
raman-fitting,2026-07-31__15-53-54,raman-fitting__NhucZkQ,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__15-53-54/raman-fitting__NhucZkQ,0,True,False,False,,2026-07-31T07:53:55.086360Z,2026-07-31T08:24:38.153590Z,1843.06723,1.658313,4.954548,1813.399043,10.467462,timeout,124,False,,timed_out,True,False,product_exited_before_noop,False,False,timed_out,ProductDeadlineExpired: Hermes run exceeded its driver deadline,1810.0890061855316,True,29,29,28,4,0.14285714285714285,376.506,"{""execute_code"": 1, ""read_file"": 1, ""search_files"": 1, ""terminal"": 15, ""vision_analyze"": 3, ""write_file"": 7}","{""execute_code"": 1, ""read_file"": 1, ""terminal"": 2}",51492,874496,0,925988,72249,60739,998237,0.9443923679356536,unknown,,agent_deadline_zero,Hermes 超过 driver deadline；Verifier 1/3，G 与 2D 峰参数未达容差,若 deadline 属实验预算则保留零分；否则提高 deadline 后完整重跑,3,1,2,0,test_outputs.py::test_G_Peak; test_outputs.py::test_2D_Peak
